,X,Name,Comp.1,
1401,2016_10_28_GE_Cedar_Rapids_IA_DT.txt,Trump,0.757036957,
1781,2016_04_14_PC_NY_Debate_Closing_BS.txt,Sanders,0.759351912,
1841,2016_06_07_PC_CA_Prim_Defeat_BS.txt,Sanders,0.767367451,
207,2016_06_07_PC_Prim_Victory.txt,16vsSanders,0.790093029,
202,2016_05_10_PC_Family_Health_KY.txt,16vsSanders,0.799166712,
212,2016_07_01_GE_Victory_Brooklyn.txt,16vsTrump,0.811181746,
67,2008_02_05_PC_Stump_Super_TU.txt,08vsObama,0.812692342,
1351,2016_10_18_GE_Colorado_Springs_DT.txt,Trump,0.834505636,
252,2016_09_19_GE_Impact_Women_Phil_PA.txt,16vsTrump,0.843041906,
177,2016_03_10_PC_K-12_NC.txt,16vsSanders,0.84545335,
236,2016_08_15_GE_Biden_Scranton_PA.txt,16vsTrump,0.864739029,
57,2008_01_11_PC_Domestic_Economic.txt,08vsObama,0.865028642,
59,2008_01_19_PC_Stump_Nevada.txt,08vsObama,0.86626764,
92,2008_05_11_PC_Women_Mothers_Day.txt,08vsObama,0.867041493,
251,2016_09_17_GE_Cong_Black_Caucus_DC.txt,16vsTrump,0.872069513,
511,2008_01_21_PC_Stump_CA_Debate_Open_BO.txt,Obama,0.875723868,
581,2008_01_31_PC_Stump_CA_Debate_Open_BO.txt,Obama,0.875723868,
214,2016_07_08_GE_AME_Violence.txt,16vsTrump,0.885258156,
142,2015_11_22_PC_TownHall_Clinton_IA.txt,16vsSanders,0.914303903,
135,2015_10_16_PC_Keene_NH_Townhall.txt,16vsSanders,0.916776504,
1121,2016_09_13_GE_Stump_DesMoines_IA_DT.txt,Trump,0.931177476,
910,2007_03_04_PC_Domestic_Selma_BO.txt,Obama,0.931530673,
94,2008_05_20_PC_Stump_KY_OR.txt,08vsObama,0.957362148,
1532,2015_12_19_PC_CNN_Debate_NH_Close_BS.txt,Sanders,0.964468966,
231,2016_08_04_GE_Jobs_NV.txt,16vsTrump,0.965949017,
167,2016_02_20_PC_Nevada_Victory.txt,16vsSanders,1.001823065,
89,2008_04_29_PC_Domestic_NC_.txt,08vsObama,1.041792459,
137,2015_10_31_PC_Longshoremen_SC.txt,16vsSanders,1.045034101,
1291,2016_10_13_GE_Cincinnati_OH_DT.txt,Trump,1.045183583,
992,2008_05_25_PC_Stump_Commencemt_CT_BO.txt,Obama,1.050653872,
651,2015_09_15_GE_Stump_Laconia_NH_DT.txt,Trump,1.056774161,
126,2015_08_28_PC_DNC.txt,16vsSanders,1.058592215,
1051,2016_09_01_GE_Jobs_OH_DT.txt,Trump,1.103693859,
1210,2007_03_28_PC_Stump_AFL-CIO_BO.txt,Obama,1.110272391,
88,2008_04_22_PC_Stump_PA.txt,08vsObama,1.111653961,
1011,2016_08_30_GE_Everett_WA_DT.txt,Trump,1.117429599,
168,2016_02_23_PC_Closing_SC_Debate.txt,16vsSanders,1.122436871,
152,2016_01_07_PC_Asian_Pac_Islander.txt,16vsSanders,1.127576748,
381,2007_11_02_PC_Domestic_Race_SC_BO.txt,Obama,1.12871451,
246,2016_09_09_GE_Deplorables_NY.txt,16vsTrump,1.133798793,
8,2007_02_02_PC_Stump_DNC.txt,08vsObama,1.156293502,
187,2016_04_12_PC_Pay_Equity.txt,16vsSanders,1.161730166,
253,2016_09_21_GE_Disability_Orlando.txt,16vsTrump,1.162340244,
54,2008_01_03_PC_Stump_Iowa_Caucus.txt,08vsObama,1.165223063,
96,2008_06_01_PC_Stump_Puerto_Rico.txt,08vsObama,1.175116846,
421,2007_11_13_PC_Domestic_UAW_BO.txt,Obama,1.184344611,
222,2016_07_28_GE_DNC.txt,16vsTrump,1.197683714,
51,2007_12_16_PC_Stump_Council_Bluffs.txt,08vsObama,1.210004404,
106,2015_04_23_PC_World_Sum_Women.txt,16vsSanders,1.218509749,
932,2008_05_16_PC_THall_SD_BO.txt,Obama,1.220489238,
1110,2007_03_27_PC_Stump_CWA_BO.txt,Obama,1.222927645,
267,2016_10_31_GE_Kent_OH.txt,16vsTrump,1.241724402,
1451,2016_10_30_GE_Las_Vegas_NV_DT.txt,Trump,1.247482233,
125,2015_08_18_PC_Race_Saving_Cities.txt,16vsSanders,1.249299781,
111,2015_05_20_PC_Childcare_Chicago.txt,16vsSanders,1.260245545,
1201,2016_10_03_GE_Stump_Loveland_CO_DT.txt,Trump,1.266178654,
1361,2016_10_19_GE_Closing_Debate_NV_DT.txt,Trump,1.282214887,
223,2016_07_29_GE_Am_Manufact_Hatfield_PA.txt,16vsTrump,1.283152167,
192,2016_04_18_PC_GOTV_NY.txt,16vsSanders,1.291035939,
183,2016_04_08_PC_Teachers_NY.txt,16vsSanders,1.323285741,
591,2008_02_05_PC_Stump_Super_TUES_BO.txt,Obama,1.339785363,
116,2015_06_18_PC_Veterans.txt,16vsSanders,1.344038591,
510,2007_02_02_PC_Stump_DNC_BO.txt,Obama,1.346016516,
310,2007_01_16_PC_Stump_Explor_BO.txt,Obama,1.353395446,
175,2016_03_09_PC_Univision_Debate_Close.txt,16vsSanders,1.359476666,
1381,2016_10_26_GE_Charlotte_NC_DT.txt,Trump,1.363033068,
238,2016_08_17_GE_Jobs_Cleveland_OH.txt,16vsTrump,1.377147522,
225,2016_07_30_GE_100_Jobs_Johnstown_PA.txt,16vsTrump,1.377621152,
134,2015_10_13_PC_Open_State_CNN_Debate.txt,16vsSanders,1.383785034,
219,2016_07_25_GE_VFW_Charlotte.txt,16vsTrump,1.403386547,
228,2016_07_31_GE_Econ_Columbus.txt,16vsTrump,1.406993373,
791,2016_08_01_GE_Stump_OH__TH_DT.txt,Trump,1.412847912,
157,2016_02_01_PC_Cedar_Rapids_Caucus.txt,16vsSanders,1.438169087,
69,2008_02_12_PC_Stump_MA_VA_DC.txt,08vsObama,1.439099484,
1181,2016_09_30_GE_Stump_Novi_MI_DT.txt,Trump,1.440379827,
163,2016_02_09_PC_NH_Primary_Loss.txt,16vsSanders,1.444609142,
245,2016_09_08_GE_Voter_Drive_Charlotte_NC.txt,16vsTrump,1.452038507,
156,2016_01_26_PC_Marshalltown_IA.txt,16vsSanders,1.454239428,
1431,2016_10_29_GE_Emails_Phoenix_AZ_DT.txt,Trump,1.458602562,
1481,2016_11_01_GE_Eau_Claire_WI_DT.txt,Trump,1.465757992,
661,2016_06_07_GE_Victory_DT.txt,Trump,1.480528387,
1521,2016_11_03_GE_Jacksonville_FL_DT.txt,Trump,1.485409349,
52,2007_12_17_PC_Health_Reform.txt,08vsObama,1.527203433,
112,2015_05_27_PC_Dem_Women_Council_SC.txt,16vsSanders,1.527469579,
1221,2016_10_05_GE_Stump_Henderson_NV_DT.txt,Trump,1.531546941,
194,2016_04_23_PC_Incomes_RI.txt,16vsSanders,1.535657564,
272,2016_11_03_GE_Winterville_NC.txt,16vsTrump,1.562962081,
53,2007_12_17_PC_Stump_IA.txt,08vsObama,1.577292839,
652,2008_02_21_PC_Stump_Close_Debate_BO.txt,Obama,1.579592472,
77,2008_03_04_PC_Stump_OH_TX.txt,08vsObama,1.608643627,
281,2007_08_15_PC_Stump_Iowa_BO.txt,Obama,1.62914543,
259,2016_10_19_GE_Closing_Debate_NV.txt,16vsTrump,1.630222528,
262,2016_10_28_GE_Cedar_Rapids_IA.txt,16vsTrump,1.642840847,
822,2008_04_16_PC_Stump_Close_PA_Debate_BO.txt,Obama,1.643813729,
1461,2016_10_31_GE_Grand_Rapids_MI_DT.txt,Trump,1.652872228,
132,2015_09_26_PC_Human_Rights_Campaign.txt,16vsSanders,1.668124039,
275,2006_12_06_PC_Stump_NHDP_BO.txt,Obama,1.691052793,
205,2016_05_26_PC_Infrastructure.txt,16vsSanders,1.71163951,
162,2016_02_07_PC_Water_Flint.txt,16vsSanders,1.720182904,
255,2016_09_30_GE_Natl_Service_FL.txt,16vsTrump,1.720354138,
244,2016_09_08_GE_Press_Conf_FP_NY.txt,16vsTrump,1.732754326,
1331,2016_10_14_GE_Greensboro_NC_DT.txt,Trump,1.762005534,
1411,2016_10_28_GE_FBI_Emails_ME_DT.txt,Trump,1.778565583,
229,2016_08_01_GE_Buffett_NE.txt,16vsTrump,1.793469203,
641,2008_02_19_PC_Stump_WI_Victory_BO.txt,Obama,1.806083133,
108,2015_05_05__PC_Immigration_Nevada.txt,16vsSanders,1.827994889,
14,2007_03_14_PC_Domestic_Fire Fighters_Union.txt,08vsObama,1.843441421,
233,2016_08_08_GE_Small_Bus_FL.txt,16vsTrump,1.860802852,
237,2016_08_16_GE_Voter_Reg_Phila_PA.txt,16vsTrump,1.907253299,
184,2016_04_09_PC_Brooklyn_Jobs_Barriers.txt,16vsSanders,1.914329439,
1421,2016_10_28_GE_Manchester_NH_DT.txt,Trump,1.928029741,
190,2016_04_14_PC_CNN_Debate_Close.txt,16vsSanders,1.928556801,
138,2015_11_09_PC_Am_Fed_Teachers.txt,16vsSanders,1.953456206,
862,2008_04_29_PC_Domestic_Wright_BO.txt,Obama,1.961366918,
56,2008_01_08_PC_Stump_NH_Primary.txt,08vsObama,1.967593144,
1171,2016_09_28_GE_Stump_Waukesha_WI_DT.txt,Trump,1.970641679,
151,2015_12_29_PC_Town_Hall_Portsmouth_NH.txt,16vsSanders,1.983215485,
158,2016_02_01_PC_Iowa_Caucus_Victory.txt,16vsSanders,1.984215873,
1391,2016_10_26_GE_Kinston_NC_DT.txt,Trump,1.984970051,
182,2016_04_05_PC_Wisc_Primary.txt,16vsSanders,1.98574679,
1501,2016_11_02_GE_Orlando_FL_DT.txt,Trump,1.99663149,
195,2016_04_23_PC_Work_Family_CT.txt,16vsSanders,2.000740267,
1531,2016_11_06_GE_Sioux_City_IA_DT.txt,Trump,2.004390034,
241,2016_09_05_GE_Labor_Festival_OH.txt,16vsTrump,2.020774924,
234,2016_08_10_GE_Jobs_Plan_IA.txt,16vsTrump,2.034927479,
242,2016_09_05_GE_Salute_Labor_IL.txt,16vsTrump,2.040711294,
191,2016_04_14_PC_CNN_Debate_Open.txt,16vsSanders,2.042254335,
161,2016_02_04_PC_Opening_MSNBC_Debate_NH.txt,16vsSanders,2.049873444,
104,2015_04_14_PC_Kirkwood_Comm_Coll.txt,16vsSanders,2.054139578,
186,2016_04_11_PC_Suffolk_CO.txt,16vsSanders,2.075931134,
109,2015_05_18_PC_Families_Iowa.txt,16vsSanders,2.118875243,
258,2016_10_11_GE_Ohio_State_Columbus_OH.txt,16vsTrump,2.143755322,
1271,2016_10_12_GE_Lakeland_FL_DT.txt,Trump,2.169337473,
250,2016_09_16_GE_Families_Greensboro_NC.txt,16vsTrump,2.178864912,
271,2016_11_03_GE_Raleigh_NC.txt,16vsTrump,2.185809167,
1281,2016_10_12_GE_Ocala_FL_DT.txt,Trump,2.219090542,
129,2015_09_10_PC_Women_Org_OH.txt,16vsSanders,2.227292781,
97,2008_06_03_PC_Stump_NY.txt,08vsObama,2.251218926,
1541,2016_11_08_GE_Grand_Rapids_MI_DT.txt,Trump,2.269969261,
871,2016_08_11_GE_Homebuilders_FL_DT.txt,Trump,2.28626266,
1471,2016_10_31_GE_Warren_MI_DT.txt,Trump,2.291185583,
771,2016_07_27_GE_Press_Conf_DT.txt,Trump,2.301447704,
1441,2016_10_29_GE_Golden_CO_DT.txt,Trump,2.303606321,
123,2015_07_31_PC_National_Urban_League.txt,16vsSanders,2.307045846,
269,2016_11_01_GE_Ft_Lauderdale_DT.txt,16vsTrump,2.318335778,
115,2015_06_15_PC_Childhood_Ed.txt,16vsSanders,2.343932287,
201,2016_05_09_PC_Work_Family_VA.txt,16vsSanders,2.344577486,
270,2016_11_01_GE_Sanford_FL.txt,16vsTrump,2.357457,
226,2016_07_30_GE_21_Century_Econo_Pitt_PA.txt,16vsTrump,2.361730721,
1341,2016_10_17_GE_Green_Bay_WI_DT.txt,Trump,2.378496494,
218,2016_07_22_GE_Anti_Trump_Tampa.txt,16vsTrump,2.398134283,
105,2015_04_20_PC_Keene_NH.txt,16vsSanders,2.402958789,
230,2016_08_03_GE_Public_Lands_CO.txt,16vsTrump,2.411927849,
260,2016_10_20_GE_Al_Smith_Dinner_NY.txt,16vsTrump,2.417638369,
173,2016_03_06_PC_CNN_Debate_Close.txt,16vsSanders,2.47339928,
1511,2016_11_03_GE_Concord_NC_DT.txt,Trump,2.478658666,
821,2016_08_05_GE_Ryan_Endorse_WI_DT.txt,Trump,2.478675051,
73,2008_02_21_PC_Opening_Debate_TX.txt,08vsObama,2.482762558,
227,2016_07_30_GE_Youngstown.txt,16vsTrump,2.483971859,
261,2016_10_27_GE_M_Obama_Appear_NC.txt,16vsTrump,2.49138699,
200,2016_05_05_PC_Immigration_LA.txt,16vsSanders,2.49554275,
254,2016_09_28_GE_Clinton_Sanders_NH.txt,16vsTrump,2.501025922,
266,2016_10_31_GE_Cincinnati_OH.txt,16vsTrump,2.565860259,
1251,2016_10_10_GE_Ambridge_PA_DT.txt,Trump,2.575994778,
274,2016_11_09_GE_Concession_NY.txt,16vsTrump,2.622639061,
263,2016_10_28_GE_Des_Moines_IA.txt,16vsTrump,2.623224929,
224,2016_07_29_GE_Post_Convention.txt,16vsTrump,2.637473585,
264,2016_10_28_GE_Press_Conf_Emails_IA.txt,16vsTrump,2.643657448,
1261,2016_10_10_GE_Wilkes_Barre_PA_DT.txt,Trump,2.653154474,
91,2008_05_06_PC_Stump_IN.txt,08vsObama,2.763586229,
4,2007_01_20_PC_Domestic_Announcement.txt,08vsObama,2.808104374,
1061,2016_09_03_GE_Af_Am_Church_Detroit_DT.txt,Trump,2.893966631,
139,2015_11_14_PC_Closing_State_Iowa_Debate.txt,16vsSanders,2.896057328,
248,2016_09_15_GE_Press_Conf_Return_NC.txt,16vsTrump,2.920127082,
64,2008_01_29_PC_Stump_Florida.txt,08vsObama,2.971272702,
801,2016_08_02_GE_Purple_Heart_DT.txt,Trump,3.050669723,
1241,2016_10_06_GE_TownHall_Sandown_NH_DT.txt,Trump,3.092855188,
273,2016_11_08_GE_Raleigh_NC_midnight.txt,16vsTrump,3.09610303,
268,2016_11_01_GE_Dade_City_FL.txt,16vsTrump,3.106170161,
841,2016_08_09_GE_2nd_Amend_DT.txt,Trump,3.120308279,
711,2016_07_05_GE_Raleigh_NC_DT.txt,Trump,3.129988725,
265,2016_10_29_GE_Jenn_Lopez_Miami_FL.txt,16vsTrump,3.217732145,
1371,2016_10_20_GE_Al_Smith_Dinner_NY_DT.txt,Trump,3.231395153,
159,2016_02_03_PC_Closing_Townhall_Derry_NH.txt,16vsSanders,3.265037327,
851,2016_08_10_GE_Stump_VA_DT.txt,Trump,3.408008103,
811,2016_08_04_GE_Refugees_ME_DT.txt,Trump,3.423751916,
891,2016_08_12_GE_Erie_PA_DT.txt,Trump,3.551429103,
1151,2016_09_16_GE_Deplor_2amend_FL_DT.txt,Trump,3.554779069,
681,2016_06_13_GE_Orlando_DT.txt,Trump,3.593046033,
7,2007_01_24_PC_Stump_Conversation.txt,08vsObama,3.600681981,
671,2016_06_10_GE_Faith_Free_DC_DT.txt,Trump,3.605644959,
62,2008_01_26_PC_Stump_SC.txt,08vsObama,3.60990573,
1141,2016_09_16_GE_Birther_Concess_DC_DT.txt,Trump,3.640260746,
881,2016_08_12_GE_Altoona_PA_DT.txt,Trump,3.70720519,
731,2016_07_12_GE_Westfield_IN_DT.txt,Trump,3.886023304,
781,2016_07_27_GE_Scranton_TH_DT.txt,Trump,4.063277638,
1321,2016_10_14_GE_Charlotte_NC_DT.txt,Trump,4.174842436,
761,2016_07_25_GE_Roanoke_VA_DT.txt,Trump,4.262704373,
1161,2016_09_28_GE_Polish_Am_Cong_IL_DT.txt,Trump,4.418057406,
861,2016_08_11_GE_Evangel_Lead_FL_DT.txt,Trump,4.696757445,
751,2016_07_22_GE_RNC_Volunteers_DT.txt,Trump,4.749451692,
1551,2016_11_09_GE_Victory_NY_DT.txt,Trump,5.592578307,
5,2007_01_22_PC_Stump_Conversation.txt,08vsObama,6.075314547,
6,2007_01_23_PC_Stump_Conversation.txt,08vsObama,7.391545226,
