"","X","Academic_Language..Low.Frequency.","Citation","Contingency","Descriptive","Directive","Elaborative_Syntax","Emotion_Positive","Emotion_Negative","Emotion_Surprise","Expository_Devices","FirstPerson","Forceful","Future","Inquiry","Interactive","Metadiscourse","Narrative","Past","Persons","Privy","Public","Reasoning","Relations_Positive","Relations_Negative","Reporting","Strategic","Values_Positive","Values_Negative","Name"
"99","2005_06_15_USS_Health_Technology.txt",10.97,0.39,0.98,3.62,0.39,13.42,0.78,0.69,0,3.13,1.67,2.64,0.59,0.29,0.49,0.29,2.64,0.29,2.45,0.39,2.45,0.78,2.64,0.59,6.76,1.76,5,0.2,"458"
"100","2005_06_21_USS_Health_Lifespan_Care.txt",9.47,0.38,0.76,2.53,0.63,13.89,3.03,1.52,0,1.64,1.01,2.53,0.25,0.25,0.25,0.25,3.66,0.88,5.56,1.14,3.16,0.38,5.93,0.51,5.81,0.51,4.17,0.25,"458"
"101","2005_06_28_USS_Health_Nutrition.txt",9.45,0.7,0,1.81,0.6,15.08,0.3,2.61,0,2.71,0.8,2.51,0.4,0.3,0,0,2.71,0.3,2.81,0.6,3.02,0.2,1.21,1.21,10.65,1.31,3.92,5.33,"458"
"102","2005_06_29_USS_Health_Pesticides.txt",6.62,1.01,0.46,4.69,1.38,14.44,0.09,1.29,0.09,2.12,1.47,4.23,0.74,1.29,0.18,0.18,2.39,0.64,2.39,0.55,3.86,0.18,2.21,1.56,7.54,1.1,2.39,1.47,"458"
"103","2005_07_21_USS_Health_N_Guard.txt",7.89,0.56,0.42,1.97,1.69,13.24,0.28,0.99,0,1.27,2.54,3.66,0.7,0.28,0.14,0.42,2.68,1.41,3.66,2.25,2.39,0.7,3.1,0.85,7.75,1.69,2.68,0.14,"458"
"104","2005_07_29_USS_Health_Long_Term_Care.txt",10.08,0,1.4,2.52,1.12,14.85,1.12,0.56,0,0.84,1.68,1.4,1.68,0.56,0,0.28,3.36,0.56,3.92,0.56,3.36,0,6.44,0.84,7,1.12,6.72,0.56,"458"
"105","2005_09_28_USS_Health_Liability_Ins.txt",7.89,0.24,0.47,3.31,0.47,13.5,0.55,1.82,0.08,1.97,1.34,1.74,1.18,0.47,0.08,0.08,3.24,0.32,4.5,0.87,2.37,0.55,3.55,1.42,7.97,1.66,4.34,2.37,"458"
"106","2005_10_06_USS_Health_Influenza.txt",7.36,0.89,1.73,2.31,0.58,12.45,0.42,4.1,0,2.31,1.1,2.79,1.21,0.16,0.16,0.68,2.79,0.53,2.21,1,4.52,0.26,3.57,0.58,5.62,1.47,5.78,2.31,"458"
"107","2005_10_26_USS_Health_Disabilities.txt",5.94,0.47,0.33,3.56,0.84,13.2,0.56,1.54,0,3.18,1.73,2.71,0.66,0.28,0.37,0.33,3.37,1.68,4.87,0.61,3.46,0.47,2.67,0.8,6.6,1.4,3.32,0.28,"458"
"108","2005_10_27_USS_Health_Flu.txt",6.54,1.35,1.45,2.49,0.83,12.34,0.1,4.05,0,2.07,1.24,2.49,1.87,0.31,0.21,0.52,2.8,0.73,2.9,0.93,4.46,0.93,3.42,0.62,7.26,1.45,5.5,2.07,"458"
"109","2005_11_17_USS_Health_IT.txt",7.59,0,0,2.11,0,17.72,1.27,0.42,0,2.11,3.8,0.42,0.84,0.42,0,0,4.22,0.42,2.53,1.27,5.91,0,3.8,0,3.38,3.38,3.8,0,"458"
"110","2005_11_18_USS_Health_Lead_Poisoning.txt",8.62,0.51,0.92,6.15,0.51,13.64,0.21,2.77,0,3.18,0.92,1.54,0.41,0.1,0.21,0.51,3.69,1.23,4.72,0.51,2.15,0.1,1.44,0.62,8.41,1.23,3.28,0.62,"458"
"111","2005_12_16_USS_Health_Violent_Videos.txt",7.61,0.52,0.89,4.43,1.18,12.41,0.3,1.99,0,1.48,1.26,2.73,0.3,0.37,1.48,0.07,2.44,0.89,6.5,1.55,2.36,0.52,2.29,2.22,6.72,1.55,2.22,1.48,"458"
"112","2005_12_21_USS_Health_Pharmaceuticals.txt",5.97,0.75,3.73,2.43,0.56,15.11,0,2.99,0,2.24,0.75,3.92,1.87,0.19,0.19,0.56,2.61,0.93,2.43,1.12,2.99,0.19,2.24,1.31,6.53,1.87,4.1,1.87,"458"
"113","2006_01_26_USS_Health_Medicare_Drugs.txt",11.29,0.16,0.79,4.77,0.48,14.31,0.32,1.91,0,1.59,2.7,1.59,0.48,0.16,0,0,4.77,0.79,4.77,0.48,2.07,0.64,1.59,0.95,7.63,1.59,3.66,2.38,"458"
"114","2006_02_28_USS_Health_YMCA.txt",8.59,0.17,0.51,3.03,0.51,15.57,0.34,0.51,0,2.61,1.09,0.59,0.59,0.08,0,0.17,3.03,0.08,3.45,0.17,2.69,0.08,2.95,0.76,11.36,2.19,7.32,1.94,"458"
"115","2006_03_14_USS_Health_Medicare_Drugs.txt",10.6,0.11,0.33,4.13,0.45,13.06,0.56,2.01,0,1.23,2.34,1.79,0.45,0.11,0.11,0.22,4.58,1.23,4.8,0.56,2.46,0.78,1.56,0.67,8.48,1.12,4.13,1.45,"458"
"116","2006_04_07_USS_Health_Elderly.txt",9.86,0,1.03,5.95,0.41,14.17,1.44,0.62,0,1.64,1.44,2.05,1.23,0.41,0,0.41,5.34,0.41,3.49,0.41,1.85,0.41,4.31,1.03,7.6,1.03,4.93,0.41,"458"
"117","2006_06_08_USS_Health_Flu.txt",3.51,0.76,0.61,5.04,0.61,12.82,0,2.44,0,2.6,2.44,2.75,0.61,0,0.31,0,4.43,2.29,4.43,1.53,3.36,0.31,2.14,0.92,5.95,1.83,3.82,1.68,"458"
"118","2006_06_15_USS_Health_Returning_Vets.txt",8.73,0.71,1.03,5.4,0.32,13.65,0.4,2.14,0,2.54,0.56,1.75,0.79,0.71,0.16,0.24,2.94,1.11,4.6,0.71,1.59,0.4,4.05,1.43,8.81,1.11,3.73,1.03,"458"
"119","2006_06_20_USS_Health_Mental.txt",10.28,0.16,0.16,2.28,0.98,13.21,0.16,1.96,0,2.45,0.98,5.06,2.45,0.16,0,0.16,2.61,1.47,4.08,0.33,6.2,0.16,2.77,0.82,7.5,1.47,4.4,0.16,"458"
"120","2006_07_18_USS_Health_Stem_Cell.txt",6.78,0.63,1.34,4.1,1.34,10.87,0.63,1.34,0,1.18,2.52,2.52,1.26,0.39,0.24,0.87,4.02,0.87,4.18,0.79,3.62,0.95,2.84,1.26,7.57,0.79,2.36,0.47,"458"
"121","2006_07_26_USS_Health_Babies.txt",8.42,0.47,1.56,2.96,0.94,12.48,0.94,1.56,0,2.5,0.94,2.34,0.78,0,0.31,0.31,3.28,0.78,7.49,1.4,2.34,0.78,1.72,0.78,9.52,1.4,3.74,1.56,"458"
"122","2006_09_28_USS_Health_Lead_Poison.txt",10.25,0.85,0.54,2.95,1.32,12.81,0.54,2.17,0,2.41,0.7,2.25,1.48,0.54,0,0.23,2.8,0.62,2.8,1.32,3.73,0.08,1.09,0.54,7.76,0.93,3.03,0.85,"458"
"123","2006_09_29_USS_Health_Nursing.txt",7.06,0.36,0.72,4.19,3.11,12.8,0.72,2.03,0,1.91,0.96,1.56,2.51,0,0.12,0.36,2.87,0.84,5.86,0.12,3.35,0.48,3.59,0.24,8.13,1.08,4.55,0,"458"
"124","2006_09_29_USS_Health_Ryan_White.txt",8.11,0.55,0.51,3.82,1.02,12.74,0.13,1.7,0,1.78,1.66,2.8,0.47,0.13,0.59,0.34,3.14,0.72,2.72,1.19,2.8,0.47,3.82,1.19,9.38,1.57,2.12,0.98,"458"
"125","2006_12_05_USS_Health_Antimicrobial.txt",12.8,1.17,0.94,4.92,0.62,13.27,0.47,1.09,0,3.04,1.09,2.97,0.08,0.78,0.23,0.31,3.59,1.41,2.34,0.86,1.48,0.47,0.78,0.62,6.95,0.86,2.03,2.65,"458"
"126","2006_12_06_USS_Health_Fellowship.txt",8.9,0.68,0,1.37,0.46,12.1,0.46,2.51,0,0.68,0.91,1.6,0,0.23,0.23,0.23,2.05,0.91,8.68,1.14,2.51,0.46,3.2,0.91,6.16,1.37,7.76,0.91,"458"
"127","2006_12_08_USS_Health_Lifespan_Act.txt",6.73,0.31,0.4,2.83,0.93,13.24,1.99,1.64,0,2.35,0.89,3.1,0.71,0.58,0.66,0.27,4.03,0.35,4.65,1.02,3.36,0.44,5.75,0.93,6.6,0.93,2.88,0.71,"458"
"128","2002_02_25_USS_Women_Gold_Star_Mothers.txt",4.5,0.16,1.45,4.02,0.64,11.74,0.8,3.05,0,1.61,1.45,2.41,0,0.16,0.32,0.96,3.22,0.8,6.75,0.64,1.77,0.64,2.57,1.45,7.72,0.32,5.63,0,"458"
"129","2002_03_14_USS_Women_Girl_Scouts.txt",4.05,0.39,0.19,3.67,0.39,13.51,0.58,0.97,0,2.32,1.16,1.35,0,0.39,0.19,0,2.51,0.97,8.11,0.19,2.32,0.19,3.28,0.39,7.53,2.12,8.11,0.19,"458"
"130","2002_03_22_USS_Women_History.txt",3.63,0.6,0,4.03,0.2,10.48,1.01,1.01,0,1.41,0.6,2.42,1.21,0.2,0.2,0.2,5.85,1.21,13.51,1.01,1.41,0.2,2.42,0,5.65,1.41,4.44,0,"458"
"131","2003_02_27_USS_Women_Title IX.txt",5.33,0.34,1.03,3.09,1.43,13.18,0.29,0.92,0,1.83,2.64,2.92,0.69,0.34,0.29,0.46,2.12,1.6,6.59,1.66,2.01,0.86,2.58,0.8,6.02,1.26,2.52,0.34,"458"
"132","2003_03_12_USS_Women_Abortion.txt",5.1,0.3,1,3.75,1.1,10.95,0.3,2.45,0,2.4,2.2,2.95,0.8,0.45,2,0.45,4.4,1.2,4.95,0.85,1.7,0.6,2.7,1.75,6.3,1.25,1.55,0.7,"458"
"133","2003_03_12_USS_Women_Abortion2.txt",4.82,0.11,1.03,4.48,2.07,10.45,0.69,1.15,0,1.72,2.87,3.1,0.92,0.57,2.3,0.23,2.41,1.61,3.67,1.72,3.21,0.8,0.8,1.95,5.51,1.26,2.18,1.26,"458"
"134","2003_04_01_USS_Women_History.txt",6.15,0.88,0.18,4.04,0.18,11.25,1.41,0.88,0,2.28,1.05,2.11,0.7,0.7,0,0.35,2.99,1.41,7.73,0.53,3.51,0.35,1.41,1.93,7.21,1.05,3.69,0.18,"458"
"135","2003_05_15_USS_Women_Aids.txt",6.33,0.27,0.45,3.03,0.8,14.35,0.36,2.14,0,2.23,1.52,3.3,0.53,0.62,0.27,0.71,2.76,0.36,5.53,1.52,2.41,0.8,2.58,1.69,6.6,1.16,3.21,0.89,"458"
"136","2003_10_24_USS_Women_Abortion.txt",4.88,0.21,0.78,3.75,2.26,9.98,0.07,0.92,0,2.76,2.76,2.19,0.92,0.57,2.76,0.21,3.96,1.42,3.68,1.34,3.04,0.57,2.41,1.98,6.79,1.49,1.49,1.06,"458"
"137","2004_07_22_USS_Women_Fern_Holland.txt",3.56,0.67,0.89,5.78,0,14.22,0.22,2.22,0,1.78,0.22,1.78,1.11,0,0,0.67,2,0.89,6.89,1.78,2.22,0.22,2.44,0.67,10,0.44,4.22,0.89,"458"
"138","2005_01_24_USS_Women_Abortion.txt",7.5,0.55,1.02,2.94,0.81,12.97,0.6,1.02,0.03,2.53,1.72,3.31,0.68,0.31,0.7,0.39,3.02,1.07,4.17,1.25,2.89,0.86,1.8,1.72,6.74,1.64,3.13,0.57,"458"
"139","2005_02_14_USS_Women_Chisholm.txt",5.55,0.82,0.33,4.4,0.49,13.54,0.33,0.65,0,1.14,0.33,2.77,0.49,0.16,0,0.98,2.28,1.63,8.16,1.14,3.1,0.65,1.31,2.77,4.4,1.96,2.45,0.82,"458"
"140","2005_03_08_USS_Women_Inter_Women's_Day.txt",5.94,0.23,0.58,4.17,1.04,13.74,0.58,1.62,0,1.75,1.06,2.71,0.49,0.19,0.3,0.13,2.68,0.75,5.84,0.89,3.09,0.32,2.45,1.43,8.01,1.34,4.6,1.11,"458"
"141","2005_03_17_USS_Women_Contraception.txt",10.54,0.25,0.98,3.19,0.98,14.71,0.25,0.98,0,1.72,1.72,4.66,1.47,0.25,0.74,0,1.23,0.25,2.21,1.47,3.92,0.25,3.92,0.98,6.37,0.49,2.45,0,"458"
"142","2005_03_17_USS_Women_Pregnancy.txt",11.71,0.9,0,0,0.9,12.61,0,0.9,0,0.9,0,3.6,0.9,0.9,2.7,0,3.6,0,2.7,1.8,10.81,0,3.6,0.9,6.31,2.7,0.9,0,"458"
"143","2005_04_11_USS_Women_Orphanage_Nuns.txt",3.67,0,0.23,4.59,0.23,19.04,0.46,0.23,0,1.61,0.46,0.69,0,0,0,0,4.13,0.46,12.61,0.23,2.75,0,2.75,0,7.34,0.92,5.5,0.46,"458"
"144","2005_04_19_USS_Women_Pay_Equity.txt",4.29,0.41,0.2,6.03,0.72,13.28,0.31,0.72,0,1.43,0.72,3.47,0.41,0.51,0.1,0,2.45,0.82,7.66,0.41,2.35,0.61,2.96,1.74,11.03,0.82,3.98,0.61,"458"
"145","2005_04_29_USS_Women_Government.txt",4.41,0.68,0.54,3.56,0.99,11.83,0.74,0.7,0.02,1.38,1.79,3.03,1.17,0.6,1.48,0.49,3.3,1.96,5.67,1.55,2.51,1.4,2.53,0.66,6.3,1.26,2.82,0.23,"458"
"146","2005_05_10_USS_Women_Caregiving_Moms.txt",7.04,0.33,0.49,3.93,0.65,10.8,0.82,1.96,0,2.29,0.49,1.64,1.15,0.16,0.33,0.49,5.24,1.15,9.66,1.15,2.45,0.33,4.42,0.33,6.22,0.82,3.44,0.16,"458"
"147","2005_05_14_USS_Women_Agnes Scott.txt",4.87,0.46,1.43,4.95,1.38,11.83,1.09,0.42,0,1.64,2.31,3.15,1.01,0.21,2.39,0.5,3.65,1.51,3.98,1.05,1.34,0.92,2.39,0.59,5.29,1.17,2.64,0.17,"458"
"148","2005_06_08_USS_Women_Contraception.txt",8.7,0.33,0.33,0.67,0.67,12.71,0.33,1,0,1.34,1.34,1,0.67,0,0,0.33,3.68,0.67,6.69,2.01,3.68,0.67,1.67,0.67,7.02,2.68,5.02,0.67,"458"
"149","2005_09_29_USS_Women_AKA_Sorority.txt",8.95,0.39,0,3.03,0.13,14.74,1.05,0.26,0,3.29,1.18,1.32,0.39,0.53,0.26,0,3.16,0.39,6.32,1.05,4.34,0.26,1.84,0.13,7.24,1.45,5.13,0.13,"458"
"150","2005_10_07_USS_Women_Violence.txt",7.59,0.59,0.3,2.86,0.39,16.35,0.3,4.24,0,2.66,0.79,1.87,0.79,0.1,0,0.1,2.36,0.89,6.8,0.39,4.04,0.39,3.55,1.38,6.9,1.18,2.27,3.74,"458"
"151","2005_12_21_USS_Women_Trafficking .txt",4.3,0.49,0.25,3.69,0.49,13.76,0.25,3.07,0,2.7,2.33,1.84,0.61,0,0,0.37,2.95,1.35,3.32,0.25,3.81,0.61,1.6,1.23,9.09,0.98,3.07,0.49,"458"
"152","2006_03_08_USS_Women_Inter_Women_Day.txt",6.6,0.14,0.43,4.3,0.86,13.77,0.43,1.43,0,2.15,0.72,2.3,0.72,0.14,0,0.14,2.73,0.43,6.6,0.43,2.15,0.14,1.87,1.15,9.18,2.01,5.31,1.15,"458"
"153","2006_03_15_USS_Women_Contraception.txt",11.63,0.37,0.86,1.84,0.49,11.38,0.61,0.37,0,4.65,0.73,2.94,1.1,0.24,0.49,0.24,2.45,0.12,3.92,1.84,4.9,0.37,4.53,1.47,6.12,1.1,4.53,0.37,"458"
"154","2006_04_08_USS_Women_BrownU.txt",4.05,0.67,0.86,4.27,1.18,11.63,0.5,0.93,0.03,1.86,2.4,3.2,1.09,0.38,2.29,0.78,2.59,1.1,4.77,1.54,2.27,0.99,2.46,1.01,7.44,1.36,1.82,0.42,"458"
"155","2006_06_29_USS_Women_Contraception.txt",5.45,0.5,0.5,2.48,1.49,13.37,0.74,0.5,0,2.23,2.23,1.49,0.74,0,0.25,0.25,3.47,1.49,4.95,0.74,5.45,0.25,1.73,1.73,4.7,2.97,2.97,0,"458"
"156","2006_07_25_USS_Women_Teen_Pregnancy.txt",6.78,0.31,0.86,2.64,0.99,12.05,0.38,1.27,0,1.85,2.4,2.91,0.62,0.34,0.51,0.45,3.42,1.1,7.43,1.37,1.85,0.62,1.85,1.27,7.64,1.92,1.88,0.55,"458"
"157","2006_09_19_USS_Women_Sojourner_Truth.txt",5.54,0.33,0,6.19,0.65,14.01,0.65,0.33,0,0.65,1.95,0.98,0,0,0,0,3.91,1.95,5.54,0.65,5.21,0.65,1.95,0.33,6.51,1.3,6.19,0.65,"458"
"158","2006_09_20_USS_Women_Diabetes.txt",8.39,0,0.89,1.96,0.36,12.14,0.18,2.5,0,2.32,0.89,3.39,0.89,0.71,0,0.54,4.11,0.54,7.68,0.54,3.57,0.36,3.57,0.89,9.64,1.25,3.39,0.89,"458"
"159","2006_09_29_USS_Women_Breast_Cancer.txt",10.2,0,0.68,0.68,0.68,14.29,0.68,1.36,0,2.04,2.72,2.72,0,0.68,0,0,1.36,2.04,7.48,0.68,4.08,0,4.76,1.36,8.84,2.04,0.68,0,"458"
"160","2008_07_16_USS_Women_Aids.txt",8.4,0.25,0.92,1.76,0.42,15.03,0.59,0.92,0,2.52,1.34,2.43,1.34,0.25,0.34,0.34,3.44,0.34,3.36,0.5,3.27,0.42,3.53,1.85,7.64,1.6,4.2,1.51,"458"
"161","2008_11_20_USS_Women_Health.txt",7.14,0,0.42,1.68,0,11.34,0.42,0.84,0,2.52,2.94,1.68,1.68,1.26,0.42,0.42,3.78,1.26,6.3,0.84,6.3,0,1.68,1.68,6.72,2.1,4.2,1.26,"458"
"162","2009_02_20_SS_Women_EWHA.txt",6.04,0.28,0.64,2.78,0.52,14.01,0.24,0.68,0,1.13,2.13,2.54,1.13,0.12,1.29,0.56,2.62,1.01,4.51,0.97,2.78,1.05,2.58,0.89,7.49,1.45,5.23,0.24,"458"
"163","2009_03_11_SS_Women_Courage_Award.txt",4.31,0.34,0.62,2.53,0.48,14.22,1.3,0.34,0,2.12,1.57,2.73,0.96,0.34,0.48,0.68,3.76,0.62,6.97,0.96,1.91,0.68,3.9,0.68,7.79,1.09,3.9,0.62,"458"
"164","2009_03_12_SS_Women_Women's_History.txt",3.92,0.37,0.83,2.83,1,11.66,0.58,0.96,0.04,1.92,2.42,2.12,0.62,0.29,1.04,0.79,3.04,1.42,6.58,1.08,2.21,1.17,3.54,0.96,5.71,1.46,3.83,0.37,"458"
"165","2009_03_25_SS_Women_Leadership.txt",3.38,0.99,0.4,3.38,0.4,13.92,1.19,0.2,0,1.19,4.77,3.18,1.39,0.2,1.99,0.6,3.38,0.4,2.39,2.78,1.59,1.99,4.97,0.6,6.16,1.59,1.39,0,"458"
"166","2009_06_12_SS_Women_Global_Issues.txt",4.29,0.11,0.77,2.97,1.1,9.57,2.75,0.11,0,2.2,1.76,3.52,0.66,0.33,1.1,0.11,3.85,1.21,6.71,1.32,0.66,1.43,2.97,0.88,6.16,1.43,2.86,0.22,"458"
"167","2009_08_07_SS_Women_Women's_Day.txt",4.17,0.17,0.5,1.84,0.83,10.85,1,0.5,0,1.34,2.5,2.5,1.17,0.17,0.67,1,2.84,1,4.67,1.5,1.67,1.84,4.01,0.83,9.18,1.67,3.84,0.5,"458"
"168","2009_09_24_SS_Women_Women_Leaders.txt",3.92,0.16,0.86,3.37,1.41,12.23,0.71,0.71,0,2.04,2.98,2.98,0.78,0.24,1.57,0.78,3.45,0.47,4.55,0.55,2.27,1.18,3.29,1.25,7.05,2.04,1.8,0.24,"458"
"169","2009_09_25_SS_Women_Violence_Girls.txt",3.98,0.41,0.82,4.8,0.78,12.14,0.33,1.68,0,2.79,1.72,2.67,0.66,0.41,1.19,0.62,3.04,1.52,6.15,1.19,1.31,1.8,1.93,1.35,6.52,1.07,1.6,1.35,"458"
"170","2009_10_09_SS_Women_Entrepreneurs.txt",2.41,0,0.96,3.13,0.48,9.88,0.72,0,0,2.41,4.34,4.1,0.48,0.24,3.37,0.96,2.65,0,2.65,1.45,0.96,1.93,5.78,0.72,7.23,1.45,3.37,0,"458"
"171","2009_12_09_SS_Women_Eleanor Roosevelt.txt",3.8,0.36,0.72,3.07,0.36,14.47,1.27,0.36,0,1.54,2.08,1.45,0.81,0.27,0.99,0.54,2.53,0.18,5.88,1.63,2.62,1.18,3.44,1.36,6.15,1.9,5.33,0.27,"458"
"172","2010_01_12_SS_Women_Mourning_Mothers.txt",3.59,0.6,0.6,4.19,0.6,11.38,0,2.4,0,1.2,0,2.99,0.6,0,0,0,4.19,1.8,8.38,1.2,2.4,0,2.99,0.6,7.78,0.6,4.19,0.6,"458"
"173","2010_03_12_SS_Women_UN.txt",5.31,0.56,0.75,4.19,0.82,13.29,0.37,1.12,0,2.13,1.19,2.15,0.73,0.09,0.47,0.68,3.09,0.73,6.27,0.89,1.68,1.22,3.11,0.8,8.14,1.52,4.47,0.61,"458"
"174","2010_03_12_SS_Women_World_Summit.txt",3.79,0.4,1.26,3.79,1,11.69,0.73,0.93,0,1.86,1.4,2.86,0.6,0.47,1.06,0.6,3.39,1,7.18,1,1.59,1.93,2.99,0.8,8.11,0.66,3.46,0.4,"458"
"175","2010_03_25_SS_Women_Women's_History.txt",5.09,0.41,0.62,4.27,0.51,11.68,1.08,0.77,0.05,1.54,2.47,2.73,0.87,0.15,1.08,0.57,2.83,0.67,6.02,1.29,1.34,1.18,3.65,0.77,6.17,0.67,2.52,0.36,"458"
"176","2010_04_28_SS_Women_Entrepreneurs.txt",6.49,0.25,0.85,4.68,0.7,11.87,0.45,0.25,0,1.81,1.91,1.76,1.06,0.2,0.85,0.6,3.17,0.96,6.79,0.55,1.91,1.06,2.26,0.65,7.29,1.21,3.72,0.45,"458"
"177","2010_05_07_SS_Women_Parental_Leave.txt",3.03,0,1.52,3.03,0.87,12.55,0.87,0.22,0,1.95,2.6,3.03,0.87,0,2.6,0.43,3.03,0.43,5.41,1.3,3.25,0.65,4.11,0.22,6.28,1.73,3.03,0.22,"458"
"178","2010_05_13_SS_Women_Afghanistan.txt",5.56,0,0.28,1.67,0.56,14.72,1.11,0.56,0,2.5,3.33,1.39,1.67,0.28,0.56,0.28,2.78,0.28,5.83,0.56,2.78,1.39,2.5,0.56,8.33,1.39,5.83,0.28,"458"
"179","2010_05_26_SS_Women_China.txt",4.87,0.62,1.04,3.11,1.14,12.44,0.1,1.35,0,0.73,2.49,2.28,0.21,0.31,1.04,0.41,3.21,1.97,5.6,1.55,2.59,1.66,1.66,1.35,5.7,1.24,3.52,1.04,"458"
"180","2010_09_22_SS_Women_Health.txt",6.89,0.26,0,2.55,0.26,12.76,0.77,1.02,0,2.3,2.3,0.51,0.77,0.51,0.51,0,3.32,0,7.4,0.77,1.79,1.53,4.34,0.26,8.16,1.28,5.61,0,"458"
"181","2010_10_01_SS_Women_UN.txt",4.93,1.41,0.7,2.11,1.41,12.68,0,0,0,0.7,0.7,1.41,2.11,0,0,0,1.41,0,6.34,0,4.93,0,3.52,1.41,9.15,2.82,8.45,0.7,"458"
"182","2010_10_06_SS_Women_Summit.txt",4.39,0.17,0.82,3.96,0.69,13.42,0.99,0.6,0,1.72,2.84,2.75,0.77,0.22,1.59,0.69,3.05,0.39,5.2,0.82,1.59,1.33,4.09,0.69,8.04,1.46,2.54,0.13,"458"
"183","2010_10_09_SS_Women_GSMA.txt",6.7,0.19,1.17,4.61,0.83,14.52,0.63,0.87,0,1.94,1.51,2.28,0.58,0.24,0.58,0.29,2.33,0.44,5.25,0.68,2.23,1.51,3.21,0.83,8.01,1.65,4.08,0.68,"458"
"184","2010_10_26_SS_Women_Peace.txt",5.4,0.32,0.81,2.54,0.81,14.09,0.43,1.3,0,2.75,0.86,1.84,1.3,0.22,0.27,0.54,2.54,0.43,4.97,0.54,2.75,0.7,4.81,1.24,7.34,2.59,5.4,0.59,"458"
"185","2010_11_13_SS_Women_Burma Activist.txt",1.97,0,0.49,3.45,0.99,13.3,0.99,1.48,0,1.97,0.49,2.96,0.49,0,0,0,1.48,0.49,11.33,0.49,2.46,0.49,3.45,2.96,5.42,2.46,5.42,0.99,"458"
"186","2010_11_17_SS_Women_Law Center.txt",5.29,0.17,0.52,2.95,0.61,13,1.21,0.52,0.09,1.21,2.43,2.6,0.95,0.26,0.61,0.95,1.91,1.39,5.98,1.21,2.6,1.21,4.25,0.78,6.07,1.73,1.99,0.35,"458"
"187","2010_12_08_SS_Women_TEDWomen.txt",5.43,0.55,0.68,3.43,0.76,13.18,0.47,0.85,0,1.65,2.03,2.97,0.64,0.3,0.85,0.64,2.46,0.81,5.85,1.23,2.59,1.44,2.8,0.89,8.14,1.36,3.39,0.55,"458"
"188","2011_03_07_SS_Women_100 Women.txt",4.46,0.17,0.92,2.8,0.51,11.56,0.57,0.57,0,2,2,2.75,0.97,0.46,4.63,0.57,2.12,0.23,6.06,0.86,2.17,1.43,2.29,0.74,7.32,0.92,2.29,0.23,"458"
"189","2011_03_31_SS_Women_Ferraro.txt",3.19,1.17,0.92,4.45,0.42,9.06,0.92,0.42,0.08,2.27,1.59,2.94,0.67,0.08,1.34,0.17,3.86,2.43,11.24,1.59,1.17,0.67,2.1,0.67,5.37,0.42,1.59,0.17,"458"
"190","2011_05_03_SS_Women_Maternal_Health.txt",6.41,0.14,0.77,3,0.49,13.45,0.63,0.98,0,2.09,1.67,3.28,0.63,0.28,0.91,0.21,3.07,0.56,7.53,0.84,1.18,1.74,3.28,0.77,6.76,1.32,4.11,0.07,"458"
"191","2011_05_31_SS_Women_Health_Economy.txt",5.07,0,1.81,2.9,1.09,12.68,1.09,0,0,1.09,2.9,2.17,1.45,0.36,1.81,0.72,3.99,0.36,7.61,0.36,1.81,1.45,2.17,0.36,7.97,0.72,4.35,0,"458"
"192","2011_06_10_SS_Women_Africa.txt",5.11,0.15,0.15,1.24,0.46,10.68,0.93,0,0,2.94,3.72,3.1,1.08,0.77,2.48,0.31,2.79,0.46,4.49,0.77,0.93,1.7,3.1,0.77,7.89,1.24,2.17,0,"458"
"193","2011_06_12_SS_Women_Tanzania_Health.txt",4.87,0.26,0.26,2.17,0.26,12.17,0.87,0.52,0,2.7,2.43,2.7,0.52,0.35,1.57,0.35,3.3,0.26,6.35,0.96,1.39,2.09,3.04,0.7,7.91,1.48,3.74,0.7,"458"
"194","2011_06_30_SS_Women_Democracy.txt",4.04,0.2,0.75,3.76,0.51,12.79,0.48,0.71,0,2.06,1.43,3.17,0.79,0.48,1.11,0.32,2.73,0.75,5.31,0.67,2.46,1.19,2.77,1.15,8.99,1.47,3.76,0.59,"458"
"195","2011_07_01_SS_Women_Middle_East.txt",4.03,0,0,2.68,0.67,10.07,0.67,1.34,0,2.68,2.68,3.36,0.67,0,0.67,1.34,3.36,1.34,8.05,1.34,2.01,1.34,2.68,0.67,12.75,2.01,0,0,"458"
"196","2011_07_06_SS_Women_Tech.txt",4.45,0.2,1.05,2.69,0.72,11.59,0.98,0.13,0,1.9,2.69,3.27,1.18,0.59,2.16,0.33,3.01,0.59,4.65,1.05,1.57,1.96,3.41,0.33,7.53,2.03,3.34,0.13,"458"
"197","2011_07_08_SS_Women_Betty Ford.txt",1.25,0,0,5,0,12.5,0.63,2.5,0,1.25,0,1.88,1.25,0,0,0,5,1.25,13.13,1.25,2.5,0.63,6.88,0.63,3.13,1.88,6.25,0,"458"
"198","2011_07_20_SS_Women_Afghan_Asia.txt",5.53,0,0,1.98,0.4,10.28,0.79,0,0,1.98,3.16,1.98,2.37,0.4,3.16,0.4,3.16,0,4.35,0.4,3.95,0.79,2.77,0.4,7.51,1.58,4.74,0,"458"
"199","2011_07_20_SS_Women_Working Women.txt",6.35,0.12,0.36,3.35,0.36,12.57,1.08,0.12,0,1.56,2.28,1.44,0.96,0.48,4.31,0.24,2.87,0.24,5.63,0.84,1.32,0.96,3.47,0.12,6.35,1.56,3.59,0.36,"458"
