"","X","Academic_Language..Low.Frequency.","Citation","Contingency","Descriptive","Directive","Elaborative_Syntax","Emotion_Positive","Emotion_Negative","Emotion_Surprise","Expository_Devices","FirstPerson","Forceful","Future","Inquiry","Interactive","Metadiscourse","Narrative","Past","Persons","Privy","Public","Reasoning","Relations_Positive","Relations_Negative","Reporting","Strategic","Values_Positive","Values_Negative","Name"
"46","2006_03_14_USS_Foreign_Liberia.txt",4.28,0.21,0,3.64,0.43,14.35,1.71,0.64,0.21,3.64,0.43,3.85,1.07,0,0.43,0.21,3.21,0.86,3.85,0.43,4.71,0.21,2.14,0.43,10.71,0.86,3.43,0.43,"458"
"47","2006_04_26_USS_Foreign_Border_Sec.txt",4.61,0.1,0.95,5.28,1.28,10.41,0.24,1.38,0,2.33,1.71,3.47,1.33,0.33,0.9,0.29,3.37,0.95,3.42,1.05,2.66,0.52,4.09,1.14,7.6,1.76,3.23,0.9,"458"
"48","2006_05_18_USS_Foreign_Immigration.txt",9.92,0.66,0.41,4.51,1.31,13.44,0.74,1.23,0,2.54,1.8,1.15,0.66,0.08,0.57,0.98,2.62,0.41,1.56,0.49,5.33,0.9,4.18,0.9,7.87,2.38,1.89,0.9,"458"
"49","2006_05_25_USS_Foreign_Darfur_Sudan.txt",4.23,0.35,1.06,3.43,0.7,16.29,0.18,2.73,0.09,2.2,0.79,3.08,0.35,0.09,0.09,0.35,2.64,0.35,4.14,0.88,3.61,0.18,2.64,1.23,10.12,0.97,1.85,1.06,"458"
"50","2006_06_08_USS_Foreign_9-11 Security.txt",3.72,0.68,0.62,4.34,0.81,13.33,0.19,1.43,0,4.84,1.74,2.29,0.99,0.31,0.37,0.19,3.1,2.67,5.58,1.43,1.12,0.68,3.47,1.05,4.71,1.61,2.79,0.37,"458"
"51","2006_06_21_USS_Foreign_Levin.txt",4.26,0.49,0.98,4.12,1.18,13.97,0.25,1.86,0.05,1.96,1.57,2.89,0.78,0.49,0.49,0.54,2.89,0.59,3.82,1.23,3.33,0.44,2.06,1.86,7.06,1.96,2.99,0.64,"458"
"52","2006_07_11_USS_Foreign_National_Preparedness.txt",4.14,0.06,0.91,4.08,0.74,13.48,0.28,2.27,0,2.27,2.61,2.83,0.79,0.23,0.79,0.57,1.36,1.81,2.1,1.13,4.59,0.34,2.15,0.79,5.61,2.89,2.27,0.51,"458"
"53","2006_07_12_USS_Foreign_Homeland_Sec.txt",5.25,0.29,1.31,4.74,1.03,11.82,0.4,2.51,0,2.74,3.14,2.23,0.74,0.23,1.54,0.4,1.88,1.71,2.17,1.2,3.66,0.34,2.68,1.03,6.85,2.11,2.74,0.51,"458"
"54","2006_07_12_USS_Foreign_National_911.txt",5.29,0.28,1.31,4.78,1.02,11.77,0.4,2.5,0,2.73,3.13,2.22,0.74,0.23,1.54,0.4,1.88,1.71,2.16,1.19,3.64,0.34,2.67,1.02,6.83,2.1,2.73,0.51,"458"
"55","2006_07_13_USS_Foreign_Air_Safety.txt",3.47,0,1.73,8.09,0.58,12.72,0.58,0,0,0,2.89,2.31,0.58,0.58,2.89,0,2.31,1.73,5.78,0.58,5.2,0,2.89,1.73,8.67,0.58,3.47,0,"458"
"56","2006_09_06_USS_Foreign_Iraq.txt",4.52,0.44,0.35,3.46,1.86,11.79,0.44,1.77,0,2.22,1.6,2.48,0.71,0.35,0.71,0.35,3.1,1.33,2.84,1.51,4.96,0.27,2.3,2.3,5.85,1.77,2.22,1.24,"458"
"57","2006_09_13_USS_Foreign_Homeland_Sec.txt",5.17,0.24,0.77,4.64,1.06,12.33,0.2,2.2,0,3.82,1.79,1.95,0.45,0.28,1.1,0.49,3.78,1.87,5.04,1.34,1.59,0.69,2.4,1.1,5.66,1.14,1.83,0.53,"458"
"58","2006_09_20_USS_Foreign_Israel.txt",5.1,0.51,0.77,3.32,0.26,13.78,0,2.04,0,0.51,0.77,2.3,1.02,0,0,0,1.28,0.26,9.18,0.77,2.04,0,3.06,2.04,9.95,1.02,4.08,1.02,"458"
"59","2006_09_28_USS_Foreign_Detainees.txt",4.45,0.26,0.43,3.94,0.86,12.84,0.51,2.91,0,1.88,0.68,2.65,0.34,0.6,0.34,0.26,2.31,1.2,4.11,1.03,2.91,0.34,3.68,1.88,6.85,1.71,3.08,1.28,"458"
"60","2006_10_31_USS_Foreign_Council For Rel.txt",5,0.6,0.71,3.81,1.08,13.17,0.32,1.79,0,1.83,1.31,2.73,0.85,0.25,0.66,0.32,2.68,0.76,3.92,1.08,3.16,0.5,3.51,1.54,8.12,1.97,3.07,0.78,"458"
"61","2006_11_16_USS_Foreign_India.txt",10.79,0.21,0.79,4.5,0.71,14.29,0.57,0.79,0,2.07,0.79,3,1.29,0.43,0.36,0.79,2.93,0.43,1.36,0.36,3.57,0.5,2.93,0.93,8.14,1.79,2.43,0.14,"458"
"62","2007_01_10_USS_Foreign_Iraq_Bush.txt",5.07,0.36,0,5.07,1.09,13.77,0.36,1.81,0,1.45,1.45,2.9,1.81,0.36,0,0,2.17,0.36,5.43,0.72,5.8,0.36,2.54,1.45,8.7,2.54,2.17,1.45,"458"
"63","2008_07_09_USS_Foreign_FISA.txt",4.7,0,1.36,2.12,0.91,14.24,0.15,2.73,0,1.06,2.12,2.73,0.76,0.76,0.15,0.45,3.79,1.06,0.91,1.52,7.12,0.3,2.58,2.27,7.73,3.18,3.94,0.45,"458"
"64","2001_02_13_USS_Health_Access.txt",8.1,0.47,0.41,3.38,0.7,12.48,0.76,0.76,0,2.74,2.33,1.98,0.64,0.52,0.17,0.58,2.16,0.99,5.31,0.41,2.74,0.35,2.92,0.47,8.16,1.57,3.09,1.05,"458"
"65","2001_03_06_USS_Health_Ergonomics.txt",5.19,0.41,0.92,5.14,1.08,12.38,0.31,1.64,0,1.8,1.13,2.47,0.77,0.41,0.36,0.56,3.54,1.18,4.78,0.98,3.08,0.51,1.75,1.49,8.12,1.69,2.98,0.82,"458"
"66","2001_04_05_USS_Health_Reform.txt",5.1,0.64,0.64,1.91,0,12.74,0.64,0,0,1.91,6.37,1.91,0.64,0,0,0,1.27,1.27,1.91,2.55,3.82,0.64,3.82,0.64,5.1,2.55,5.73,0,"458"
"67","2001_04_06_USS_Health_Arsenic_Water.txt",7.67,0.99,1.24,6.19,1.24,12.87,0.25,0.99,0,1.98,0.74,2.97,0.74,0,0.25,0,3.71,0.74,1.24,0.99,6.19,0.74,2.23,0,5.69,1.24,6.44,0,"458"
"68","2001_04_06_USS_Health_Hospitals.txt",9.67,0.35,0.53,4.04,0.7,12.13,0.35,0.88,0,1.05,2.28,2.64,0.35,0.18,0.18,0.7,2.81,0.35,2.46,0,3.69,1.05,2.64,0.18,5.1,1.76,4.75,0.53,"458"
"69","2001_04_25_USS_Health_Pollution.txt",8.39,0.26,1.12,5.62,0.4,13.42,0.79,0.86,0,2.05,2.31,2.12,1.19,0.26,0.07,0.26,2.31,0.86,2.71,0.93,3.44,0.46,3.77,0.4,7.4,0.99,3.11,0.46,"458"
"70","2001_10_23_USS_Health_Latin_Am.txt",12.22,0.74,0.37,2.22,0,14.81,0.74,1.48,0,2.22,1.85,1.48,0.37,0.37,0.74,0.74,2.22,1.48,4.07,1.48,1.85,1.11,2.96,0.74,6.67,0.74,4.07,1.11,"458"
"71","2002_06_05_USS_Health_Veterans.txt",11.39,0.65,0.26,2.49,1.05,13.48,0.52,1.44,0,3.01,1.05,1.7,0.26,0.39,0.13,0.79,3.14,0.92,5.1,0.65,2.09,0.79,2.09,0.39,6.54,1.31,3.8,0.65,"458"
"72","2003_06_25_USS_Health_Drugs.txt",7.6,0.8,1.2,4.4,2.4,17.2,0,0.8,0,2,0.8,4,0.8,0.4,0.8,0,2.4,0.8,3.6,0.4,3.6,0.4,2,0,6.8,1.2,2,0.4,"458"
"73","2003_06_25_USS_Health_Medicare.txt",6.83,0.49,2.44,4.88,0.49,9.51,0.24,1.95,0,1.46,1.95,1.95,1.22,0,0.24,0.73,4.63,0,3.9,2.44,0.98,0.49,3.41,1.71,6.1,2.44,1.95,0.98,"458"
"74","2003_06_25_USS_Health_Prescription_Drugs.txt",7.6,0.8,1.2,4.4,2.4,17.2,0,0.8,0,2,0.8,4,0.8,0.4,0.8,0,2.4,0.8,3.6,0.4,3.6,0.4,2,0,6.8,1.2,2,0.4,"458"
"75","2003_06_26_USS_Health_Immigrants.txt",7.18,1.31,2.22,3.26,0.91,13.32,0,0.65,0,2.61,1.17,1.04,0.39,0,0.26,0.26,3.52,0.91,5.87,0.78,6.79,0.26,0.91,1.31,7.05,0.52,4.18,0.65,"458"
"76","2003_09_03_USS_Health_Nursing.txt",7.53,0.53,0.35,3.68,1.58,13.13,0.7,1.05,0,2.8,1.23,1.93,1.23,0.88,0.35,0.35,2.63,0.88,5.6,0.35,3.5,0.7,2.28,0.88,8.58,0.18,3.15,0.18,"458"
"77","2003_09_10_USS_Health_Vaccines.txt",5.36,0,0.89,2.68,0,16.07,0,3.57,0,2.68,1.79,1.79,0.89,0,0.89,0,6.25,0.89,3.57,0,6.25,0.89,3.57,2.68,6.25,1.79,5.36,0,"458"
"78","2003_10_14_USS_Health_Genetics.txt",14.18,0.59,1.92,1.62,1.18,12.11,0.44,2.07,0,2.07,0.59,3.4,1.33,0.44,0.3,0.74,2.51,0.15,2.36,1.77,2.07,0.74,2.22,1.33,5.91,1.92,3.69,1.03,"458"
"79","2003_10_27_USS_Health_Air.txt",3.15,0.83,0.66,4.98,0.83,13.02,0.41,0.91,0,1.58,3.15,2.74,1.24,0.41,0.17,0.75,3.73,1,3.23,1.49,3.32,0.66,2.9,1,5.14,1.41,1.91,0.25,"458"
"80","2003_11_06_USS_Health_Food.txt",6.3,0.17,0.66,5.97,1.49,16.25,0.66,2.16,0,1.99,0.83,2.49,0.5,0,0,0.17,1.82,0.83,3.98,0.66,4.31,0.5,1.49,1,8.96,1.66,1.16,1.33,"458"
"81","2003_11_12_USS_Health_CARES.txt",7.54,0.49,0.49,3.58,1.55,13.6,0.29,1.1,0.04,2.08,1.59,2.2,1.02,0.24,0.24,0.37,2.97,0.94,4.56,0.61,2.73,0.37,3.26,0.69,6.8,2.73,2.85,0.33,"458"
"82","2003_11_19_USS_Health_Medicare.txt",8.5,0.38,1.43,3.46,1.27,11.43,0.51,1.39,0.02,3.27,1.45,2.72,1.5,0.48,1.54,0.49,3.33,0.51,4.2,1.35,0.97,0.99,1.29,0.93,6.98,1.92,1.94,0.23,"458"
"83","2003_11_24_USS_Health_Coverage.txt",7.33,0.23,0.69,5.54,1.56,11.19,0.46,1.15,0.12,2.83,1.56,2.77,1.04,0.35,1.21,0.52,2.94,1.44,3,1.15,1.62,0.92,1.67,1.1,5.42,1.79,0.87,0.29,"458"
"84","2004_04_01_USS_Health_Presc_Drugs.txt",8.7,0.18,0.54,3.26,1.27,12.32,0.54,0.18,0,2.9,0.54,2.17,1.45,0.36,0.54,0.54,2.54,1.45,3.99,1.09,2.54,1.27,1.45,1.81,5.98,1.27,2.72,0.36,"458"
"85","2004_05_12_USS_Health_Children.txt",7.97,0.57,1.04,5.03,0.57,12.62,0.57,2.47,0,2.47,2.75,2.47,0.76,1.71,0.38,0.57,3.04,0.38,2.56,1.14,3.51,0.76,2.75,0.47,5.79,0.85,2.75,1.52,"458"
"86","2004_05_12_USS_Health_Disabilities.txt",6.6,0.19,0.74,3.16,0.56,14.14,0.09,1.86,0,2.33,1.77,2.88,0.84,1.95,0.19,0.37,2.79,0.65,5.4,1.3,5.3,0.84,2.6,0.74,4.37,1.67,3.63,0.56,"458"
"87","2004_06_23_USS_Health_Occupational.txt",6.33,0.67,2,5.33,0.33,12.33,0,1,0,2.67,1.67,3,0.33,0.33,0,0.67,2.33,1.33,3.33,0.67,2.33,0,4,0.33,10,0.33,2.67,1.33,"458"
"88","2004_07_08_USS_Health_Veterans.txt",8.5,0.85,0.31,3.59,0.48,12.57,0.31,1.64,0,2.87,1.21,2.1,1.29,0.44,0.15,0.48,3.74,2.08,4.09,1.02,2.91,0.56,1.08,0.81,6.67,1.66,2.45,1.12,"458"
"89","2004_09_14_USS_Health_Mental.txt",4.74,0.4,0.4,1.19,0.79,15.02,0.79,0,0,0.79,1.58,1.98,0.79,0,0,0,5.53,0.4,3.95,1.58,5.53,1.19,4.74,0,7.11,1.98,2.37,0,"458"
"90","2004_09_22_USS_Health_Patient_Privacy.txt",5.83,1.01,1.12,2.8,1.68,10.54,0.34,1.91,0,0.67,1.46,2.8,1.35,0.9,0.56,0.11,2.8,0.56,5.83,2.02,4.37,0.34,1.12,1.46,4.82,1.12,4.82,0.22,"458"
"91","2004_10_08_USS_Health_EPA.txt",15.89,0.25,0.25,4.04,0.5,14,0.25,2.77,0,5.3,0.38,0.5,0.76,0.38,0,0.13,2.9,1.26,2.27,1.13,3.28,0,1.51,0.5,5.93,0.63,2.27,3.03,"458"
"92","2005_02_16_USS_Health_Genetics.txt",11.79,0.38,1.38,2.13,0.63,13.3,1,1.63,0,2.38,2.01,2.51,1.38,1.13,0.25,0.13,3.51,0.25,3.14,0.63,3.26,0.88,1.51,1.63,6.15,1.63,4.52,1,"458"
"93","2005_03_09_USS_Health_Medical_Bankruptcy.txt",9.09,0.24,0.47,4.37,1.18,11.57,0.35,3.54,0.24,5.31,0.59,2.13,0.94,0.47,0.94,0.12,3.9,0.83,4.84,1.3,1.42,1.65,0.59,0.94,5.08,0.35,1.3,3.9,"458"
"94","2005_03_17_USS_Health_Medicaid.txt",5.26,0.4,1.35,5.26,0.81,11.34,0.13,1.89,0,4.45,2.56,3.91,0.27,0.13,1.89,0.67,2.29,0.4,3.37,0.54,2.29,0.4,1.62,0.4,6.34,2.29,2.29,0.67,"458"
"95","2005_04_14_USS_Health_N_Guard.txt",6.82,0.26,0.09,3.11,1.04,13.13,0.6,0.86,0.09,1.55,2.76,3.2,0.43,0.35,0.26,0.52,2.5,1.64,4.58,1.12,3.11,0.52,2.85,0.95,7.6,2.25,2.68,0.17,"458"
"96","2005_05_17_USS_Health_Pollution.txt",8.92,0.38,0.66,6.26,0.57,15.18,0.28,0.85,0,1.9,1.71,1.9,0.76,0.19,0,0.38,3.8,1.8,0.95,0.57,4.08,0.47,1.52,0.76,8.73,2.37,3.13,0.09,"458"
"97","2005_05_23_USS_Health_Immigrarnts.txt",8.2,0.82,0.16,2.95,0.98,10,0.33,1.15,0,2.79,1.48,2.13,1.31,0.33,0,0.33,3.93,0.66,7.21,0.98,5.08,0.49,1.97,0.66,7.54,0.82,5.08,0.66,"458"
"98","2005_05_25_USS_Health_Aging.txt",8.87,0.46,0.8,5.46,0.23,13.08,1.25,2.05,0,2.96,1.25,1.71,0.68,0.23,0,0.23,2.96,0.46,5.12,1.25,1.59,0.46,2.96,0.46,7.17,0.8,3.64,2.16,"458"
