,X,name,PC1,PC2,PC3
127,2015_07_15_PC_Incarc_Youth_Sen_BS.txt,Sanders,-4.647590871,0.320334269,-3.252434934
128,2015_07_15_PC_Youth_Jobs_Sen_BS.txt,Sanders,-3.259092955,0.452947117,-0.608624124
129,2015_07_21_PC_Seniors_Sen_BS.txt,Sanders,-1.892721114,1.222781841,-0.081256552
130,2015_07_25_PC_SCLC_LA_BS.txt,Sanders,-3.330903679,-0.065128102,-0.439516168
131,2015_07_30_PC_Veterans_Health_Sen_BS.txt,Sanders,-2.831038724,-1.121482932,0.087109248
132,2015_07_31_PC_Urban_Leag_BS.txt,Sanders,-0.956349407,-0.477841803,-0.655399768
133,2015_08_04_PC_Camp_Finan_Sen_BS.txt,Sanders,-3.577914562,-0.006054059,2.872383487
134,2015_08_10_PC_Nurses_CA_BS.txt,Sanders,-0.871336386,-1.912231235,0.17528171
135,2015_08_15_PC_Iowa_State_Fair_BS.txt,Sanders,-0.523724201,-1.02347721,-0.020810626
136,2015_08_18_PC_AFL_CIO_NV_BS.txt,Sanders,-2.538424811,-0.529996014,-0.171199977
137,2015_08_28_PC_DNC_MN_BS.txt,Sanders,-1.156969501,-2.099539351,0.663045603
138,2015_09_09_PC_Iran_Nuc_Deal_Sen_BS.txt,Sanders,-1.627891963,-1.40110434,-1.879529506
139,2015_09_14_PC_Liberty_VA_BS.txt,Sanders,0.131042863,0.388499156,-0.372829883
140,2015_09_19_PC_Dem_Party_Conf_NH_BS.txt,Sanders,-2.144665922,-1.071210102,0.446409896
141,2015_09_29_PC_Pharma_Sen_BS.txt,Sanders,-4.61432739,1.189045857,0.202731558
142,2015_10_13_PC_CNN_Debate_NV_Close_BS.txt,Sanders,-1.320695525,-0.920582771,-1.652823626
143,2015_10_13_PC_CNN_Debate_NV_Open_BS.txt,Sanders,-2.262333475,-1.556409497,-0.64766954
144,2015_10_24_PC_Jeff_Jack_IA_BS.txt,Sanders,-0.235881681,-0.34512171,1.381669182
145,2015_10_29_PC_Marijuana_Sen_BS.txt,Sanders,-3.185197536,-0.266605532,-2.344698444
146,2015_11_09_PC_Immigration_NV_BS.txt,Sanders,-1.921066041,-0.048234143,-1.333652296
148,2015_11_14_PC_CBS_Debate_IA_Open_BS.txt,Sanders,-1.558859535,-0.446239988,-1.171587906
149,2015_11_19_PC_Socialism_ISIS_BS.txt,Sanders,-3.419631767,-0.718501073,0.175454842
150,2015_11_29_PC_Jeff_Jack_NH_BS.txt,Sanders,-0.80594065,-1.127158318,0.458651999
151,2015_12_01_PC_Health_Care_Sen_BS.txt,Sanders,-2.408397077,0.790233466,-1.445810478
152,2015_12_10_PC_Climate_Sen_BS.txt,Sanders,-3.145255273,-1.105411614,1.424720705
153,2015_12_19_PC_CNN_Debate_NH_Close_BS.txt,Sanders,2.350484401,2.146225386,-2.165164191
154,2015_12_19_PC_CNN_Debate_NH_Open_BS.txt,Sanders,0.039361826,-2.955764774,3.048708602
155,2016_01_05_PC_Wall_St_BS.txt,Sanders,-3.405340587,-0.273038708,-0.30824907
156,2016_01_17_PC_Debate_SC_Close_BS.txt,Sanders,-0.612856227,-3.10700472,2.591104236
157,2016_01_17_PC_Debate_SC_Open_BS.txt,Sanders,-4.377366184,1.809805194,-0.285482025
158,2016_01_21_PC_Wolfeboro_NH_BS.txt,Sanders,-0.811534557,1.207852883,-0.499995401
160,2016_01_26_PC_Steelworkers_IA_BS.txt,Sanders,-0.511678619,0.941126332,-0.218581818
161,2016_02_01_PC_Waterloo_IA_BS.txt,Sanders,-0.163172548,0.724576669,0.457651851
162,2016_02_02_PC_Iowa_Caucus_BS.txt,Sanders,0.074821221,2.49625234,0.269839194
163,2016_02_03_PC_CNN_Town_Hall_NH_Close_BS.txt,Sanders,0.64892436,-4.114041507,1.291521123
164,2016_02_04_PC_MSNBC_Debate_NH_Close_BS.txt,Sanders,-3.034093973,1.824947408,-1.279984694
165,2016_02_04_PC_MSNBC_Debate_NH_Open_BS.txt,Sanders,-1.249382358,0.087553029,-2.268210664
166,2016_02_09_PC_New_Hamp_Vic_BS.txt,Sanders,-0.969194892,-0.508582699,0.451447295
167,2016_02_10_PC_N_Korea_Sen_BS.txt,Sanders,-3.126123497,-2.171052491,2.00872835
168,2016_02_11_PC_PBS_Debate_Open_BS.txt,Sanders,-4.425812151,-0.650500357,-0.945076666
169,2016_02_20_PC_Nevada_Cau_BS.txt,Sanders,0.490661474,0.426276787,1.339043033
170,2016_02_27_PC_Future_Believe_MN_BS.txt,Sanders,-0.135559137,0.449525063,-1.148656396
171,2016_03_01_PC_Super_Tues_VT_BS.txt,Sanders,1.356847458,-1.791084832,1.191167314
172,2016_03_06_PC_CNN_Debate_MI_Close_BS.txt,Sanders,-2.765914897,-0.950257671,-1.199395334
173,2016_03_06_PC_CNN_Debate_MI_Open_BS.txt,Sanders,-1.892514396,-0.852063664,-0.899317726
174,2016_03_08_PC_New_Hamp_Vic_BS.txt,Sanders,0.448038019,1.013554741,-1.011070016
175,2016_03_09_PC_Univision_Deb_Close_BS.txt,Sanders,-0.827694815,-1.307781392,4.925674047
176,2016_03_09_PC_Univision_Deb_Open_BS.txt,Sanders,-0.488014776,-3.500417725,0.590224655
177,2016_03_21_PC_Mid_East_BS.txt,Sanders,-0.4981075,-2.260297442,-0.199882235
178,2016_04_14_PC_NY_Debate_Closing_BS.txt,Sanders,1.709190596,1.869399695,0.816737997
179,2016_04_14_PC_NY_Debate_Opening_BS.txt,Sanders,0.095591883,1.537621915,1.581206669
180,2016_04_15_PC_Vatican_BS.txt,Sanders,-4.364423595,-2.183267117,1.205306155
181,2016_04_29_PC_Steelworkers_IN_BS.txt,Sanders,-3.836132855,-0.533085598,-0.256462549
182,2016_05_01_PC_Camp_Update_NPC_BS.txt,Sanders,-1.957138919,0.200459978,1.42336807
183,2016_05_05_PC_Poverty_WV_BS.txt,Sanders,-2.850148717,-0.719217733,-1.208113795
184,2016_06_07_PC_CA_Prim_Defeat_BS.txt,Sanders,1.686955326,-1.932846676,1.452336456
185,2016_06_09_PC_Post_Obama_Meet_BS.txt,Sanders,-1.442646829,-1.472157503,1.385159893
187,2016_06_16_PC_Cont_Camp_BS.txt,Sanders,-2.254902017,-1.606989552,0.359922622
188,2016_06_23_PC_Where_Do_We_Go_NY_BS.txt,Sanders,-0.309911533,1.390756991,-1.061817959
189,2016_07_12_PC_Endorse_HC_BS.txt,Sanders,-1.915354514,-0.225060008,-0.03339697
190,2016_07_25_PC_DNC_BS.txt,Sanders,-0.710939788,0.705573297,-0.418104376
