,X,Academic_Language..Low.Frequency.,Citation,Contingency,Descriptive,Directive,Elaborative_Syntax,Emotion_Positive,Emotion_Negative,Emotion_Surprise,Expository_Devices,FirstPerson,Forceful,Future,Inquiry,Interactive,Metadiscourse,Narrative,Past,Persons,Privy,Public,Reasoning,Relations_Positive,Relations_Negative,Reporting,Strategic,Values_Positive,Values_Negative,Name,Type 
189,2008_05_09_PC_Domestic_Economy_OR_BO.txt,5.89,0.4,0.89,4.92,0.81,12.58,0.89,0.81,0,2.1,2.18,1.77,1.61,0.32,5.81,0.08,2.26,0.16,5.4,1.13,2.1,1.21,2.34,1.13,9.6,1.37,2.34,0.73,Obama,Obama
190,2008_05_12_PC_Foreign_Veterans_BO.txt,4.64,0.49,0.76,5.44,0.94,13.44,0.49,1.21,0,1.25,1.91,2.88,0.8,0.21,3.15,0.55,3.05,0.62,5.61,0.9,1.52,0.8,3.74,1.8,7.31,0.97,2.91,0.59,Obama,Obama
191,2008_05_13_PC_Stump_MO_BO.txt,5.18,0.29,0.79,4.54,1.8,11.66,1.15,1.44,0.07,2.52,1.08,2.59,1.87,0.07,3.53,0.22,3.67,0.29,5.33,0.94,2.16,1.3,2.74,1.22,8.06,1.37,2.23,0.86,Obama,Obama
192,2008_05_14_PC_Domestic_Economy_MI_BO.txt,7.95,0.15,0.56,5.3,0.92,12.23,0.2,1.02,0,2.65,1.27,3.31,2.09,0.15,2.8,0.36,3.01,0.61,3.87,0.97,1.07,1.48,1.94,1.43,9.73,1.48,2.75,0.61,Obama,Obama
193,2008_05_16_PC_THall_SD_BO.txt,4.25,0.47,0.85,4.05,1.06,9.85,1.23,0.73,0.03,1.73,2.26,2.61,1.93,0.12,5.01,0.38,2.52,0.91,5.07,1.5,1.52,1.38,2.84,1.73,8.91,1.23,1.35,0.41,Obama,Obama
194,2008_05_18_PC_Domestic_Retirement_BO.txt,5.56,0.32,1.59,3.81,0.79,10.4,0.71,1.51,0,1.9,1.98,2.38,1.67,0.24,5.24,0.4,3.33,0.63,4.37,0.71,2.54,1.11,1.75,1.27,8.41,1.9,3.17,0.48,Obama,Obama
195,2008_05_19_PC_Stump_THall_MT_BO.txt,4.23,0.32,0.49,3.97,1.14,9.62,1.25,1.35,0,1.63,2.51,2.53,1.55,0.19,5.95,0.32,2.38,1.18,4.55,0.75,2.3,1.07,2.68,1.16,8.69,1.46,2,0.45,Obama,Obama
196,2008_05_20_PC_Stump_Change_BO.txt,4.1,0.39,0.91,5.25,1.42,13.1,0.91,1.22,0,2.45,1.07,2.64,1.54,0.28,3.51,0.55,2.88,0.83,5.21,1.38,1.38,0.95,3.04,1.38,9.19,0.87,2.41,0.2,Obama,Obama
197,2008_05_21_PC_Stump_Des Moines_BO.txt,4.13,0.42,0.96,5.51,1.46,13.32,0.88,1.25,0,2.38,0.88,2.46,1.54,0.29,3.3,0.58,3.01,0.88,5.3,1.38,1.46,0.92,2.92,1.46,9.1,0.88,2.46,0.21,Obama,Obama
198,2008_05_23_PC_Domestic_Cuba_BO.txt,5.9,0.36,1.01,5.04,0.94,12.57,0.51,1.63,0,1.42,1.12,2.87,1.52,0.21,3.75,0.39,2.32,0.6,3.52,1.01,2.1,0.92,2.7,1.01,8.64,1.44,3.35,1.05,Obama,Obama
199,2008_05_25_PC_Stump_Commencemt_CT_BO.txt,4.59,0.44,1.25,4.34,1.25,10.99,0.66,0.69,0,1.78,2.93,2.47,1.47,0.09,4.87,1,3.18,0.94,4.71,1.44,1.34,1.34,2.62,1,7.34,0.81,2.25,0.53,Obama,Obama
200,2008_05_26_PC_Foreign_Memorial_Day_BO.txt,3.48,0.35,1.14,5.68,0.71,12.28,0.71,0.99,0,0.85,1.49,3.55,0.57,0.14,3.26,0.57,3.12,0.99,5.89,1.77,0.85,1.21,3.97,0.85,6.53,0.92,3.83,0.28,Obama,Obama
201,2008_05_27_PC_Domestic_Econ_LV_BO.txt,5.69,0.45,0.62,4.45,1.13,11.71,0.45,2.48,0,2.42,0.9,2.42,1.41,0.23,4.22,0.34,2.65,0.79,7.6,1.46,1.69,0.96,1.63,1.63,8.9,1.41,2.42,0.68,Obama,Obama
202,2008_06_02_PC_Stump_MI_Schools_BO.txt,5.56,0.13,0.52,4.91,0.65,12.53,0.39,2.07,0,2.33,1.55,2.84,1.03,0.39,3.36,0.13,2.84,0.9,3.49,1.16,1.55,0.9,1.81,1.68,11.76,1.94,1.81,1.03,Obama,Obama
203,2008_06_03_PC_Stump_Victory_BO.txt,4.03,0.34,0.75,4.25,1.16,13.25,1.01,1.27,0,2.54,1.49,2.54,1.38,0.07,3.17,0.52,3.36,0.93,5.34,1.12,2.01,1.04,3.1,1.34,8.25,1.64,2.65,0.49,Obama,Obama
204,2008_06_04_PC_Foreign_Israel_BO.txt,4.58,0.43,0.96,4.85,0.87,12.45,0.32,1.94,0,1.49,2.17,3.04,1.42,0.18,4.03,0.3,2.68,0.73,3.73,1.08,2.01,0.89,2.79,1.53,8.51,1.9,2.59,0.75,Obama,Obama
205,2008_06_05_PC_Domestic_Econ_VA_BO.txt,6.56,0.21,0.89,3.55,1.16,11.07,0.41,1.23,0,2.39,2.12,3.76,1.57,0.21,2.94,0.14,2.8,0.27,6.49,0.89,2.12,1.3,1.44,1.09,8.27,1.98,2.26,1.5,Obama,Obama
