,X,Academic_Language..Low.Frequency.,Citation,Contingency,Descriptive,Directive,Elaborative_Syntax,Emotion_Positive,Emotion_Negative,Emotion_Surprise,Expository_Devices,FirstPerson,Forceful,Future,Inquiry,Interactive,Metadiscourse,Narrative,Past,Persons,Privy,Public,Reasoning,Relations_Positive,Relations_Negative,Reporting,Strategic,Values_Positive,Values_Negative,Name,Type 
17,2007_05_19_PC_Domestic_Katrina.txt,4.2,0.37,0.55,5.25,0.95,10.52,0.77,1.2,0.03,2.09,1.44,2.79,0.64,0.37,7.33,0.31,2.76,1.14,3.22,1.26,2.73,1.32,2.27,0.61,8.01,1.29,2.33,0.34,08vsObama,Clinton
18,2007_05_21_PC_Domestic_Pre-K.txt,5.06,0.28,1.41,3.73,0.82,11.76,0.64,0.64,0.05,2.43,2.51,3.81,0.82,0.69,3.37,0.51,2.71,0.97,5.65,1.56,1.79,1.3,2.3,0.54,6.88,1.69,2.35,0.28,08vsObama,Clinton
19,2007_05_24_PC_Health_Costs.txt,8.93,0.48,0.91,4.16,0.77,11.96,0.29,1.1,0.05,4.46,1.48,2.68,1.02,0.4,3.32,0.37,2.36,0.85,3.89,0.92,2.39,0.54,2.69,0.64,7.85,1.64,3.11,1.42,08vsObama,Clinton
20,2007_05_29_PC_Domestic_Economy.txt,8.52,0.32,1.12,4.05,1.01,11.26,0.37,0.96,0.03,2.37,1.54,3.42,0.86,0.27,4.35,0.3,2.8,0.85,3.45,0.96,2.59,1.02,2.7,0.66,7.88,1.76,2.86,0.58,08vsObama,Clinton
21,2007_05_31_PC_Domestic_Innovation.txt,7.74,0.39,1.1,4.36,0.71,12.92,0.63,0.89,0.02,2.43,2.04,3.47,0.89,0.43,3.62,0.67,2.73,0.82,2.28,1,2.65,0.87,2.02,0.63,7.41,1.82,3.4,0.22,08vsObama,Clinton
22,2007_06_27_PC_Foreign_Security.txt,5.27,0.55,0.61,4.45,0.68,13.36,0.3,2.52,0,2.31,1.61,3.28,0.55,0.25,3.37,0.53,2.39,0.85,3.03,1.06,2.77,0.93,2.92,1.5,8.64,1.95,2.86,0.93,08vsObama,Clinton
23,2007_07_10_PC_Foreign_Iraq.txt,5.61,0.37,0.88,4.52,0.91,12.44,0.31,1.9,0,2.51,1.96,2.27,1.39,0.15,3.44,0.35,3.15,0.66,4.19,0.71,2.67,0.66,3,1.37,8.34,1.96,3,0.88,08vsObama,Clinton
24,2007_07_24_PC_Domestic_Green Energy.txt,7.88,0.25,1.24,7.77,0.59,11.63,0.25,0.71,0.04,2.75,2.14,3.14,0.92,0.23,3.56,0.36,2.28,1.11,2.12,1.36,1.78,1.42,2.35,0.73,7.82,1.76,1.7,0.23,08vsObama,Clinton
25,2007_07_27_PC_Domestic_Race.txt,5.46,0.64,0.78,3.5,0.9,10.42,0.53,0.78,0.03,3.11,3.19,2.74,1.23,0.48,4.4,0.39,2.8,0.56,5.77,1.15,1.74,1.4,2.24,0.67,6.83,1.23,2.77,0.39,08vsObama,Clinton
26,2007_08_07_PC_Domestic_Housing.txt,7.32,0.39,0.96,3.69,0.9,9.82,0.67,1.49,0,2.09,1.77,3.47,0.67,0.34,4.2,0.37,2.43,1.15,4.62,1.59,1.35,1.79,1.86,0.82,7.64,1.54,1.58,0.53,08vsObama,Clinton
27,2007_08_08_PC_Domestic_Infrastructure.txt,6.79,0.36,1.13,6.5,0.95,11.46,0.34,1.48,0,2.37,1.88,3.27,0.8,0.19,3.68,0.44,2.75,0.92,2.71,1.14,2.05,1.26,3.36,0.7,7.84,1.57,1.74,0.56,08vsObama,Clinton
28,2007_08_15_PC_Health_Long-Term Care.txt,6.15,0.18,0.87,3.87,1,11.07,0.55,1.07,0.02,1.98,2.37,3.35,1.53,0.36,3.85,0.27,2.69,0.91,5.08,1.09,1.87,1.39,2.62,1.23,7.56,1.8,1.64,0.2,08vsObama,Clinton
29,2007_08_20_PC_Domestic_Veterans.txt,4.61,0.45,0.81,4.72,0.87,11,0.45,1.17,0,1.95,3.1,2.51,1.06,0.2,3.61,0.48,2.48,1.14,6.2,1.18,1.89,1.03,3.32,1.26,6.95,1.56,2.59,0.39,08vsObama,Clinton
30,2007_08_23_PC_Health_Reform.txt,8.81,0.42,1.02,4.64,1.03,12.29,0.46,1.23,0,2.34,1.76,3.02,0.8,0.32,3.99,0.36,2.37,0.47,5.08,1.17,2.02,1.11,2.72,0.59,7.33,1.3,3.2,0.82,08vsObama,Clinton
31,2007_09_15_PC_Domestic_Civil Rights.txt,5.16,0.7,0.81,4.08,0.99,12.61,0.46,1.03,0,1.78,2.61,3.11,0.9,0.26,3.64,0.44,2.17,1.23,4.39,1.36,2.48,1.07,2.7,0.99,7.06,1.62,2.5,0.55,08vsObama,Clinton
32,2007_09_17_PC_Health_Insurance.txt,7.94,0.33,1.03,3.22,1.02,10.92,0.39,1.54,0,2.37,2.22,2.74,1.15,0.19,4.52,0.28,2.89,0.58,4.63,0.78,1.81,1.2,2.25,0.91,6.9,2.05,2.83,0.72,08vsObama,Clinton
33,2007_10_04_PC_Domestic_Science.txt,7.18,0.54,0.85,5.24,0.62,12.35,0.47,0.9,0,2.31,1.63,2.19,0.83,0.5,3.47,0.52,3.05,1.08,3.19,1.23,4.32,0.73,1.86,1.11,8.03,1.89,2.55,0.28,08vsObama,Clinton
34,2007_10_08_PC_Domestic_Economy.txt,8.67,0.37,0.94,4.48,1.01,11.18,0.58,1.22,0,2.67,2.11,2.58,1.12,0.13,4.38,0.42,2.58,0.86,4.2,0.77,2.54,1.12,1.98,0.8,8.39,1.77,2.66,0.56,08vsObama,Clinton
35,2007_10_09_PC_Domestic_Taxes_SS.txt,6.43,0.34,0.8,3.35,0.87,9.84,1.03,0.77,0,2.98,2.53,2.67,1.64,0.27,5.17,0.23,2.32,0.71,4.78,1.21,2.1,0.91,2.26,0.71,7.63,1.73,2.98,0.36,08vsObama,Clinton
36,2007_10_11_PC_Domestic_College.txt,7.41,0.38,0.99,3.67,0.91,10.9,0.71,0.44,0,2.58,2.96,2.56,1.37,0.34,4.98,0.32,2.62,0.91,3.75,1.03,2.18,1.25,2.26,0.62,7.47,1.43,2.7,0.26,08vsObama,Clinton
37,2007_10_16_PC_Women_Family.txt,6.43,0.25,1.01,4.17,1.01,11.46,0.58,1.34,0,2.14,3.29,3.04,1.19,0.27,4.97,0.51,2.67,0.94,6.06,1.29,1.87,1.4,2.14,0.92,6.78,1.62,1.79,0.23,08vsObama,Clinton
38,2007_10_24_PC_Women_History_Rights.txt,4.56,0.75,0.8,4.44,0.94,11.08,0.8,0.75,0,2.14,1.95,2.83,0.69,0.42,3.85,0.34,3.25,1.24,8.27,1.32,1.72,1.03,2.24,1.38,6.68,1.3,2.09,0.1,08vsObama,Clinton
39,2007_11_01_PC_Women_Wellesley.txt,4.89,0.52,0.69,4.54,1.07,10.67,0.8,0.86,0.02,2.2,3.82,2.65,1.07,0.08,5.27,0.44,2.77,1.11,4.62,0.92,1.79,1.01,3.15,1.28,6.01,1.24,2.18,0.34,08vsObama,Clinton
40,2007_11_02_PC_Health_Special Ed.txt,5.9,0.25,1.02,3.18,1.02,11.59,0.76,1.66,0.04,1.91,3.18,3.23,1.44,0.25,5.31,0.34,2.46,0.72,4.8,0.64,3.06,1.44,1.83,0.93,6.75,1.95,2.89,0.34,08vsObama,Clinton
41,2007_11_05_PC_Domestic_Energy_Climate.txt,8.46,0.3,1.04,8.04,0.7,11.04,0.54,1,0.01,3.19,1.79,2.36,1.62,0.19,4.77,0.28,2.84,0.69,2.16,0.86,1.98,0.66,2.76,0.74,7.72,1.68,2.75,0.32,08vsObama,Clinton
42,2007_11_10_PC_Domestic_Stock Speech.txt,4.53,0.22,0.63,3.45,1.03,11.44,0.4,0.49,0,1.3,3.63,2.6,1.3,0.31,5.16,0.36,2.65,0.27,5.79,0.58,1.97,0.94,3.63,1.7,7.13,1.3,1.88,0.27,08vsObama,Clinton
43,2007_11_10_PC_Stump_Jeff_Jack.txt,4.53,0.22,0.63,3.45,1.03,11.44,0.4,0.49,0,1.3,3.63,2.6,1.3,0.31,5.16,0.36,2.65,0.27,5.79,0.58,1.97,0.94,3.63,1.7,7.13,1.3,1.88,0.27,08vsObama,Clinton
44,2007_11_12_PC_Domestic_Native Am.txt,7.12,0,0.35,2.56,0.41,12.79,0.55,0.97,0,2.97,3.32,2.28,1.31,0.48,4.28,0.28,2.49,0.48,5.46,0.97,4.56,0.76,2.49,0.35,7.53,2,3.59,0.62,08vsObama,Clinton
45,2007_11_19_PC_Domestic_Economic.txt,8.54,0.43,0.91,4.84,0.98,10.52,0.55,1.9,0.05,3.31,1.33,2.79,1.41,0.3,3.92,0.52,3.06,0.61,3.33,1.05,3.08,1.14,2.53,1,7.67,1.28,1.5,0.62,08vsObama,Clinton
46,2007_11_24_PC_Health_Autism.txt,7.37,0.46,1.07,3.53,0.71,11.75,0.5,1.28,0.04,2.78,2.96,2.81,0.89,0.46,3.63,0.25,3.24,0.82,7.02,1.57,1.78,1.64,2.21,1.03,6.16,1.25,2.1,0.25,08vsObama,Clinton
47,2007_11_28_PC_Health_Clinton Plan_Excerpts.txt,6.41,0.87,1.26,3.69,1.46,9.82,0.29,0.68,0,3.79,1.85,3.3,1.75,0.39,4.66,0.58,2.24,0.39,5.44,0.78,2.33,1.85,2.04,0.97,5.34,3.5,1.17,0.58,08vsObama,Clinton
48,2007_11_29_PC_Health_AIDS.txt,4.46,0.44,0.84,4.76,0.99,12.7,0.86,1.73,0,2.22,2.15,3.31,0.74,0.17,3.77,0.47,2.49,1.09,4.37,0.86,1.53,0.96,3.55,1.13,7.4,1.16,2.81,0.99,08vsObama,Clinton
49,2007_12_03_PC_Stump_Cedar_Lake_IA.txt,5.7,1.25,1.03,3.76,1.37,12.2,0.57,0.68,0,2.74,3.76,2.28,0.57,0.23,3.08,0.34,1.82,1.48,4.33,1.71,2.96,0.91,1.03,3.76,8.67,1.25,1.14,0.11,08vsObama,Clinton
50,2007_12_05_PC_Domestic_Economic.txt,8.27,0.23,0.99,4.01,0.88,11.37,0.52,2.52,0,2.48,1.64,3.46,0.92,0.21,3.61,0.5,2.75,1.01,3.42,1.34,2.22,0.88,2.08,0.78,7.87,1.57,2.52,0.67,08vsObama,Clinton
51,2007_12_16_PC_Stump_Council_Bluffs.txt,4.4,0.37,0.59,3.91,0.9,10.35,0.78,0.67,0,1.94,3.78,3.25,1.8,0.33,4.58,0.37,2.31,0.84,4.83,1.21,1.55,1.17,2.7,0.8,7.42,1.51,2.6,0.25,08vsObama,Clinton
52,2007_12_17_PC_Health_Reform.txt,4.43,0.24,0.98,4.94,0.86,9.59,0.45,0.92,0,1.67,3.9,3.55,1.46,0.34,6.14,0.36,2.31,1.05,4.86,1.24,1.39,0.6,2.7,0.62,7.21,1.56,1.84,0.45,08vsObama,Clinton
53,2007_12_17_PC_Stump_IA.txt,4.42,0.23,0.98,4.91,0.85,9.52,0.45,0.91,0,1.64,3.87,3.53,1.45,0.34,6.18,0.36,2.32,1.04,4.82,1.23,1.38,0.6,2.89,0.62,7.16,1.55,1.83,0.45,08vsObama,Clinton
54,2008_01_03_PC_Stump_Iowa_Caucus.txt,3.16,0.49,0.97,3.48,0.57,10.7,0.41,0.49,0,1.86,3.65,3.65,2.51,0.24,3.89,0.32,2.51,0.65,4.54,1.13,1.78,0.97,3.73,0.73,7.62,1.86,2.51,0.08,08vsObama,Clinton
55,2008_01_04_PC_Stump_Milford_NH.txt,4.44,0.44,0.75,2.99,0.92,9.85,0.35,1.01,0,2.15,3.12,3.47,2.46,0.13,5.76,0.44,2.51,0.62,4.49,0.88,2.11,0.7,3.17,0.88,8.05,1.89,2.77,0.57,08vsObama,Clinton
56,2008_01_08_PC_Stump_NH_Primary.txt,3.42,0,0.2,2.92,1.51,10.97,0.8,0.91,0,1.41,2.92,2.82,2.82,0.2,6.64,0.1,2.31,0.6,4.63,1.01,1.61,1.21,4.93,1.01,8.35,0.6,2.11,0.3,08vsObama,Clinton
57,2008_01_11_PC_Domestic_Economic.txt,5.92,0.5,1.43,4.81,1.05,10.22,0.52,1.28,0.08,2.04,2.9,3.25,1.09,0.27,5.65,0.4,2.39,0.76,4.09,1.13,1.24,0.97,2.46,0.73,7.89,1.89,1.47,0.21,08vsObama,Clinton
58,2008_01_14_PC_Domestic_Civil Rights.txt,4.35,0.36,0.64,3.36,1.04,10.95,0.68,0.68,0,2.24,1.52,3.4,0.8,0.4,5.39,0.64,2.84,1.04,6.35,1.32,1.24,0.52,3.8,0.8,7.23,1.04,3.28,0.24,08vsObama,Clinton
59,2008_01_19_PC_Stump_Nevada.txt,5.32,1.06,0,4.26,0,11.7,4.26,1.06,0,3.19,7.45,2.13,0,0,3.19,0,1.06,2.13,2.13,0,1.06,1.06,3.19,1.06,8.51,1.06,1.06,0,08vsObama,Clinton
60,2008_01_22_PC_Domestic_Economic.txt,7.86,1.16,1.02,2.77,1.16,13.39,0.15,1.89,0,2.77,3.2,4.37,0.44,0.29,2.04,0.44,2.91,0.29,3.49,1.16,1.6,0.73,1.02,0.29,7.28,1.31,1.16,0.73,08vsObama,Clinton
61,2008_01_24_PC_Domestic_Economy.txt,6.74,0.46,0.94,4.37,0.9,10.56,0.73,1.47,0,2.77,2.69,3.39,1.06,0.18,5,0.46,2.54,0.94,3.97,1.06,1.74,0.86,2.56,0.77,7.67,1.37,2.41,0.6,08vsObama,Clinton
62,2008_01_26_PC_Stump_SC.txt,2.22,0,1.17,3.97,0.82,10.62,0.47,0.82,0.23,1.52,4.67,3.38,2.22,0.12,4.43,0.12,1.63,0.47,5.83,0.58,1.05,0.82,6.07,0.93,6.42,0.82,1.75,0.23,08vsObama,Clinton
63,2008_01_28_PC_Stump_CT.txt,5.05,0.15,1.26,3.62,1.23,11.67,0.72,0.62,0,1.87,3.18,3.72,1.8,0.21,4.51,0.26,2.26,0.44,4,1.23,2.1,0.54,3.44,0.67,7.57,1.51,2.13,0.18,08vsObama,Clinton
64,2008_01_29_PC_Stump_Florida.txt,2.63,0,1.5,3.63,0.38,7.63,0.88,0.88,0,2,3.63,3,1.5,0.13,6.63,0.88,2.25,0.38,4.88,0.5,1.63,1.25,6.5,0.38,7.38,0.88,2.5,0.25,08vsObama,Clinton
65,2008_01_31_PC_Stump_Atlanta.txt,5.35,0.49,1.02,4.28,1.28,11.7,0.76,1.34,0,1.83,3.29,2.97,0.7,0.26,4.31,0.61,2.41,0.73,4.71,1.05,1.63,0.64,3.4,0.73,7.54,1.25,1.95,0.52,08vsObama,Clinton
66,2008_01_31_PC_Stump_Opening_Debate_CA.txt,2.23,0.5,0.74,2.98,0.5,16.87,0.74,0.74,0,3.97,2.98,4.47,2.23,0.25,3.23,0.5,2.23,0.25,3.72,1.24,2.73,1.24,2.48,0.99,4.71,0.74,2.23,1.99,08vsObama,Clinton
67,2008_02_05_PC_Stump_Super_TU.txt,5.05,0.38,0.45,4.82,1.28,11.08,0.68,1.06,0,1.81,2.11,3.01,2.03,0.23,6.18,0.45,2.86,0.23,5.95,0.83,0.98,1.06,3.99,0.75,8.36,0.9,1.66,0.23,08vsObama,Clinton
68,2008_02_09_PC_Stump_Jeff_Jack_VA.txt,4.68,0.25,0.46,5.05,1.75,11.86,0.71,0.88,0,2.3,2.21,3.13,1.8,0.21,4.59,0.38,3.05,0.58,6.3,1,2.13,1.04,3.09,0.71,7.01,1.42,2.05,0.38,08vsObama,Clinton
69,2008_02_12_PC_Stump_MA_VA_DC.txt,4.56,0.22,1.05,4.37,0.89,9.7,0.49,0.71,0,1.94,2.92,3.39,2.09,0.15,4.83,0.46,1.51,0.4,4.99,0.86,1.6,1.23,4.43,0.43,8,1.51,2.12,0.28,08vsObama,Clinton
70,2008_02_16_PC_Stump_WI.txt,4,0.54,1.08,3.89,1.08,10.46,0.5,0.89,0,2.2,3.56,3.11,1.76,0.31,4.33,0.37,2.69,0.72,5.09,0.95,1.74,0.99,3.79,0.85,7.56,1.49,1.82,0.52,08vsObama,Clinton
71,2008_02_19_PC_Stump_OH.txt,6.04,0.15,0.98,4.9,1.01,10.39,0.55,0.89,0,2.64,3.19,2.76,2.24,0.21,6.84,0.12,2.82,0.43,3.92,0.86,1.69,1.01,3.07,1.32,7.23,1.5,1.93,0.49,08vsObama,Clinton
72,2008_02_20_PC_Stump_Hunter_College.txt,4.09,0.2,1.02,4.05,1.47,11.42,0.74,0.82,0,1.55,3.03,4.21,1.35,0.25,5.65,0.25,2.58,0.41,4.46,1.19,2.05,0.78,3.81,1.6,8.18,1.68,2.5,0.37,08vsObama,Clinton
73,2008_02_21_PC_Opening_Debate_TX.txt,3.87,0.6,0.89,1.79,0.6,11.77,0.75,0.75,0,1.49,3.58,3.73,0.89,0.3,3.43,0.6,2.38,2.09,4.92,0.6,1.04,2.68,3.73,0.45,7.75,0.75,1.34,0.45,08vsObama,Clinton
74,2008_02_25_PC_Foreign_GW.txt,4.06,0.37,0.93,4.69,0.65,12.63,0.35,1.35,0.02,2.24,2.92,3.06,0.96,0.47,3.69,0.51,2.41,0.61,3.88,1.07,2.52,0.63,3.57,1.35,8.1,2.03,3.32,0.91,08vsObama,Clinton
75,2008_02_27_PC_Domestic_Economy.txt,5.62,0.31,1.25,5.31,1,10.68,0.56,1.19,0,2.06,2.81,3.06,1.69,0.37,4.5,0.37,2,0.75,3.87,1,1.19,1.06,2.44,0.44,7.87,1.25,2.06,0.56,08vsObama,Clinton
76,2008_03_01_PC_Foreign_Iraq_Afghan.txt,2.36,0,0,3.7,0.67,12.46,0.67,1.35,0,0.67,2.69,2.36,1.35,1.01,6.06,0.67,2.69,0.34,6.06,0.67,1.35,0,1.35,4.38,10.44,0.67,1.35,0.34,08vsObama,Clinton
77,2008_03_04_PC_Stump_OH_TX.txt,4.69,0.5,0.43,3.55,1.14,10.23,0.92,0.57,0,2.27,2.84,2.77,2.49,0.14,5.54,0.57,2.42,0.28,7.25,0.85,1.35,1.21,4.48,0.78,8.67,0.5,2.27,0,08vsObama,Clinton
78,2008_03_11_PC_Stump_PA.txt,10.7,0,1,6.35,1.34,9.03,0.67,1,0,2.01,0.67,3.01,1.34,0,5.35,0.33,3.01,0,5.02,0,3.01,0.67,2.01,2.68,9.03,0.67,1.34,1,08vsObama,Clinton
79,2008_03_17_PC_Foreign_Overview.txt,5.05,0.49,0.52,5.07,0.99,13,0.23,1.41,0,2.4,2.35,2.31,1.46,0.22,3.29,0.52,2.71,0.72,4.37,0.96,3.38,0.52,2.91,1.52,8.83,2,2.71,0.56,08vsObama,Clinton
80,2008_03_19_PC_Stump_Solutions.txt,5.01,0.11,0.49,4.94,0.79,12.78,1.06,0.72,0.04,2.11,2.75,3.81,1.32,0.11,4.33,0.15,2.11,0.87,4.56,0.79,2.49,1.13,1.92,0.87,8.82,1.73,2.37,0.3,08vsObama,Clinton
81,2008_03_24_PC_Domestic_Housing.txt,7.87,0.55,1.01,4.91,0.91,11.59,0.47,2.6,0,2.73,1.92,2.77,0.99,0.15,4,0.3,3.05,1.04,3.91,1.18,2.33,0.82,2.2,0.82,7.23,1.71,2.35,0.51,08vsObama,Clinton
82,2008_04_01_PC_Domestic_Labor.txt,6.43,0.22,0.84,5.17,1.11,10.05,0.56,0.98,0.02,2.21,3.25,2.81,1.5,0.27,5.12,0.4,2.39,0.89,5.14,1.03,1.85,0.76,1.82,0.91,7.75,1.31,1.7,0.42,08vsObama,Clinton
83,2008_04_04_PC_Domestic_King.txt,3.68,0.3,0.86,5.42,0.83,11.98,0.3,1.44,0,1.52,1.94,2.74,0.75,0.25,4.12,0.77,2.6,1.94,6.69,1.74,1.47,0.66,3.04,0.94,6.14,1.19,2.41,0.55,08vsObama,Clinton
84,2008_04_05_PC_Stump_MT.txt,6.16,0.34,0.67,4.48,1.03,10.49,0.53,1.07,0,2.23,2.8,2.94,2.36,0.21,5.05,0.36,2.06,0.36,3.68,1.2,2.27,0.74,2.84,1.01,7.7,1.54,1.85,0.36,08vsObama,Clinton
85,2008_04_09_PC_Foreign_PA.txt,4.38,1.93,1.58,3.68,0.53,13.66,0.35,1.58,0,3.5,1.58,1.93,0.18,0.18,2.8,0.18,1.4,0.18,8.06,0.35,3.68,0.53,3.85,0.53,8.06,1.58,3.15,0.18,08vsObama,Clinton
86,2008_04_12_PC_Stump_IN.txt,3.92,2.47,0.15,2.32,1.6,11.32,0.73,1.02,0,0.44,3.34,4.79,0.44,0.29,3.05,0.44,2.32,0.29,5.66,1.45,2.61,1.31,2.47,1.16,7.55,0.58,4.21,0.73,08vsObama,Clinton
87,2008_04_15_PC_Stump_Newspaper.txt,5.12,0.48,0.62,4.07,0.57,13.27,0.57,1.49,0,1.99,3.09,2.38,1.58,0.46,3.27,0.34,2.74,0.71,2.84,1.08,5.12,0.85,2.9,1.08,7.53,2.15,2.95,0.57,08vsObama,Clinton
88,2008_04_22_PC_Stump_PA.txt,4.48,0.51,1.25,4.88,0.96,12.02,0.91,0.62,0,1.76,2.61,2.38,2.1,0.11,5.16,0.45,2.55,0.91,6.01,0.91,1.59,1.47,3.97,1.13,6.98,1.19,1.76,0.23,08vsObama,Clinton
89,2008_04_29_PC_Domestic_NC_.txt,5.89,0.27,0.97,3.15,0.93,11.25,0.84,0.13,0,1.42,2.66,3.5,1.68,0.35,4.96,0.31,2.17,0.8,3.15,0.97,2.26,1.68,3.32,0.66,7.8,2.04,1.77,0.13,08vsObama,Clinton
90,2008_05_03_PC_Domestic_Economy.txt,5.7,1.45,0.93,5.49,0.73,13.47,0.1,0.83,0,2.28,2.59,4.04,0.93,0.52,1.97,0.62,2.8,0.41,2.9,1.24,1.97,1.24,1.87,1.14,7.46,3.11,1.35,0.41,08vsObama,Clinton
91,2008_05_06_PC_Stump_IN.txt,3.47,0.09,0.73,3.88,0.87,9.73,1.19,0.73,0,1.32,3.47,3.65,1.78,0.23,5.07,0.32,2.69,0.96,5.07,1.32,1.05,2.15,3.2,0.82,8.22,1.05,2.05,0.18,08vsObama,Clinton
92,2008_05_11_PC_Women_Mothers_Day.txt,4.25,0.58,1.03,4.99,0.99,10.44,0.55,0.74,0,1.77,2.88,3.17,0.78,0.33,3.82,0.49,3.27,1.52,7.75,1.17,1.32,1.01,2.4,0.86,6.84,1.27,1.75,0.14,08vsObama,Clinton
93,2008_05_13_PC_Stump_WV.txt,3.51,0.42,0.8,3.76,0.63,12.39,0.97,0.72,0,1.99,3.38,3.89,1.18,0.25,3.97,0.34,2.92,0.72,5.58,1.23,1.56,1.27,3.13,0.97,7.44,1.14,2.33,0.13,08vsObama,Clinton
94,2008_05_20_PC_Stump_KY_OR.txt,3.09,0.35,0.57,4.06,0.79,12.36,0.97,0.62,0,1.59,3.18,2.69,1.19,0.22,4.15,0.26,2.83,0.62,6.36,1.19,1.77,1.99,3.8,1.32,7.06,1.15,3.09,0.09,08vsObama,Clinton
