,X,Academic_Language..Low.Frequency.,Citation,Contingency,Descriptive,Directive,Elaborative_Syntax,Emotion_Positive,Emotion_Negative,Emotion_Surprise,Expository_Devices,FirstPerson,Forceful,Future,Inquiry,Interactive,Metadiscourse,Narrative,Past,Persons,Privy,Public,Reasoning,Relations_Positive,Relations_Negative,Reporting,Strategic,Values_Positive,Values_Negative,Name,Type 
134,2016_10_17_GE_Green_Bay_WI_DT.txt,5.05,0.63,0.71,3.73,1.27,7.31,0.43,0.89,0.19,2.5,1.93,3.42,1.77,0.22,8.59,0.33,2.26,0.76,5.13,1.36,1.57,0.92,2.18,1.01,7.51,1.33,1.27,0.79,Trump,Trump
135,2016_10_18_GE_Colorado_Springs_DT.txt,5.42,0.66,0.78,3.67,1.26,7.99,0.35,1.44,0.03,2.81,1.92,3.71,1.84,0.16,7.21,0.5,2.56,0.81,3.93,1.59,1.94,1.21,2.27,1.16,8.09,1.13,1.28,1.06,Trump,Trump
136,2016_10_19_GE_Closing_Debate_NV_DT.txt,3.16,0.4,0.79,3.56,0.79,6.72,0,0.4,0,1.19,1.98,5.93,1.98,0,8.3,1.19,2.77,0,5.93,0,0.4,0,3.56,0.4,13.83,0.4,0.79,1.98,Trump,Trump
137,2016_10_20_GE_Al_Smith_Dinner_NY_DT.txt,2.19,0.61,0.92,2.91,0.87,8.32,0.66,1.38,0.05,1.99,3.98,4.54,0.77,0.15,7.55,0.61,2.45,1.02,6.02,2.19,1.79,0.82,2.81,1.28,6.23,1.07,1.23,0.46,Trump,Trump
138,2016_10_26_GE_Charlotte_NC_DT.txt,5.01,0.23,0.81,4.17,1.26,9.31,0.67,1.69,0.03,2.13,2.78,3.7,1.66,0.3,6.54,0.49,2.19,1,4.22,1.29,1.49,1.25,2.42,0.87,7.34,1.43,1.73,0.79,Trump,Trump
139,2016_10_26_GE_Kinston_NC_DT.txt,4.53,0.26,0.75,4.39,1.42,7.75,0.4,1.62,0.05,2.25,2.39,3.48,1.69,0.15,6.9,0.4,2.1,0.9,5.42,1.19,0.99,1.27,1.91,1.11,8.15,1.13,0.88,0.7,Trump,Trump
140,2016_10_28_GE_Cedar_Rapids_IA_DT.txt,4.78,0.53,0.73,4.22,0.48,8.58,0.56,1.15,0.03,2.48,2.08,3.23,2.05,0.28,6.39,0.68,2.9,0.93,5.04,1.07,1.46,0.93,2.36,1.04,8.66,0.93,1.69,0.82,Trump,Trump
141,2016_10_28_GE_FBI_Emails_ME_DT.txt,5.2,0.37,0.67,3.92,1.35,7.85,0.49,1.56,0.04,1.89,2.52,3.52,1.63,0.37,7.46,0.46,2.42,0.86,4.82,1.17,1.51,1.09,2.33,0.86,8.6,1.07,1.33,0.49,Trump,Trump
142,2016_10_28_GE_Manchester_NH_DT.txt,4.84,0.19,0.81,4.54,1.02,8.11,0.58,1.4,0.06,2.56,2.66,3.73,2.11,0.34,6.65,0.54,2.37,1.12,4.75,0.91,1.28,1.2,2.43,1.07,7.82,1.18,1.4,0.6,Trump,Trump
143,2016_10_29_GE_Emails_Phoenix_AZ_DT.txt,4.52,0.29,0.5,4.8,1.42,7.68,0.55,1.72,0.05,2.54,2.11,3.62,1.58,0.25,7.09,0.45,2.45,1.08,4.96,1.34,1.25,1.01,1.96,1.03,7.62,1.08,1.15,0.92,Trump,Trump
144,2016_10_29_GE_Golden_CO_DT.txt,4.71,0.24,0.83,4.04,1.36,7.42,0.46,1.2,0.05,1.83,2.5,3.64,1.32,0.37,7.26,0.58,2.46,1.27,4.79,1.5,1.32,1.08,1.77,1.25,7.8,1.33,1.25,0.59,Trump,Trump
145,2016_10_30_GE_Las_Vegas_NV_DT.txt,4.87,0.25,0.61,4.03,0.96,8.71,0.54,1.34,0,2.46,2.35,3.84,1.78,0.35,6.79,0.38,2.55,1.23,5.27,1.24,1.35,1.28,2.49,0.85,8.47,1.07,1.17,1.1,Trump,Trump
146,2016_10_31_GE_Grand_Rapids_MI_DT.txt,4.86,0.34,0.7,4.32,1.35,7.94,0.39,1.51,0.06,2.66,1.92,3.42,1.82,0.32,7.5,0.35,2.51,0.79,5.64,1.24,1.09,1.11,2.48,0.95,7.72,1.03,1.37,0.83,Trump,Trump
147,2016_10_31_GE_Warren_MI_DT.txt,5.58,0.18,0.74,4.56,1.37,7.21,0.39,1.23,0.02,2.73,2.42,3.23,1.85,0.43,9.06,0.19,2.45,0.68,4.38,1.17,1.07,1.49,2.17,1.22,8.31,0.94,1.28,0.57,Trump,Trump
148,2016_11_01_GE_Eau_Claire_WI_DT.txt,4.73,0.37,0.78,3.59,1.03,8.21,0.37,1.88,0.04,2.1,2.1,3.82,1.81,0.2,8.35,0.3,2.44,0.68,5.23,1.37,1.19,0.71,2.4,1.01,8.62,0.73,1.28,0.87,Trump,Trump
149,2016_11_02_GE_Miami_FL_DT.txt,4.72,0.39,0.82,4.39,0.92,8.24,0.46,1.35,0,2.2,1.54,3.59,1.78,0.25,7.33,0.28,2.49,0.73,5.18,1.21,1.51,0.78,2.81,1.38,8.63,1.15,1.58,0.94,Trump,Trump
150,2016_11_02_GE_Orlando_FL_DT.txt,4.1,0.33,0.71,3.3,0.8,8.23,0.58,1.45,0.04,2.63,2.34,4.17,2.03,0.33,8.74,0.29,2.41,0.71,4.73,1.23,1.23,0.85,2.65,1.6,8.07,0.67,1.47,0.87,Trump,Trump
151,2016_11_03_GE_Concord_NC_DT.txt,4.92,0.15,0.77,4.3,1,6.78,0.58,1.55,0.08,2.34,2.05,3.48,1.85,0.23,8.58,0.43,2.51,0.76,4.83,1.14,1.12,1.17,2.31,1.11,7.06,1.02,1.2,0.71,Trump,Trump
152,2016_11_03_GE_Jacksonville_FL_DT.txt,5.04,0.24,0.73,4.61,1.29,7.84,0.38,1.54,0.03,2.14,2.06,3.56,1.76,0.41,6.48,0.54,2.38,0.73,4.99,1.32,1.31,0.93,2.54,1.16,7.67,0.97,1.38,0.69,Trump,Trump
153,2016_11_06_GE_Sioux_City_IA_DT.txt,5.13,0.24,0.82,4.06,0.99,7.97,0.5,1.17,0.06,2.72,2.78,4.37,2.25,0.16,6.28,0.78,2.25,0.87,5.37,1.39,1.41,1.05,3.02,0.97,7.42,1.21,1.45,0.93,Trump,Trump
154,2016_11_08_GE_Grand_Rapids_MI_DT.txt,4.57,0.59,0.57,4.62,1.32,7.33,0.53,1.34,0.04,2.15,2.27,3.62,2.65,0.12,8.28,0.36,2.49,0.69,4.53,0.85,1.05,1.19,2.85,1.13,8.26,0.85,1.17,0.57,Trump,Trump
155,2016_11_09_GE_Victory_NY_DT.txt,2.85,0.2,0.39,2.76,0.98,8.46,0.54,0.89,0.15,1.72,3.89,5.61,2.07,0.05,9.2,0.3,1.87,0.98,7.09,1.62,0.98,1.33,4.63,0.64,5.71,0.74,1.48,0.1,Trump,Trump
156,~$16_09_16_GE_Birther_Concess_DC_DT.txt,0,0,0,0,0,3.57,0,0,0,0,3.57,0,0,0,0,0,0,0,10.71,0,0,0,0,0,0,0,0,0,Trump,Trump
157,~$16_09_16_GE_Deplor_2amend_FL_DT.txt,0,0,0,3.03,0,0,0,0,0,9.09,6.06,0,0,0,0,0,0,0,15.15,0,0,0,0,0,0,0,0,0,Trump,Trump
