,X,name,PC1,PC2,PC3
95,2016_08_22_GE_Law_Order_Akron_DT.txt,Trump,1.774754429,-1.44912571,-0.722911
96,2016_08_23_GE_Austin_TX_DT.txt,Trump,2.027375452,-1.810949792,0.16008693
97,2016_08_24_GE_Immigration_MS_DT.txt,Trump,5.104108922,-0.201788778,0.331053788
98,2016_08_24_GE_Tampa_FL_DT.txt,Trump,6.919726918,-0.409727948,-0.679328518
99,2016_08_25_GE_Manchester_DT.txt,Trump,1.996553726,-1.977827091,0.636103103
100,2016_08_27_GE_Joni_Earnst_Roast_IA_DT.txt,Trump,5.373454998,-0.136381731,0.016766365
101,2016_08_30_GE_Everett_WA_DT.txt,Trump,0.995204521,-0.602727102,1.319553566
102,2016_08_31_GE_Immigration_AZ_DT.txt,Trump,1.9289815,-1.672670055,0.260180313
103,2016_08_31_GE_Press_Conf_Mexico_DT.txt,Trump,2.388924107,4.700876768,3.102957601
104,2016_09_01_GE_Am_Legion_OH_DT.txt,Trump,5.053656992,5.272366592,1.922243686
105,2016_09_01_GE_Jobs_OH_DT.txt,Trump,2.387866064,-1.277434803,-0.04784925
106,2016_09_03_GE_Af_Am_Church_Detroit_DT.txt,Trump,-1.491464783,6.959560383,4.239537875
107,2016_09_06_GE_Stump_Greenville_NC_DT.txt,Trump,6.121650695,-0.63466465,-0.427807938
108,2016_09_07_GE_Union_Leag_PA_DT.txt,Trump,3.139259896,-1.063440059,-0.81980856
109,2016_09_08_GE_School_Choice_Cleve_OH_DT.txt,Trump,3.306604661,1.039504313,1.071657535
110,2016_09_09_GE_Pensacola_FL_DT.txt,Trump,3.679866645,-0.309225389,1.3521761
111,2016_09_12_GE_National_Guard_MD_DT.txt,Trump,1.719352651,1.076848328,3.314894123
112,2016_09_13_GE_Stump_DesMoines_IA_DT.txt,Trump,1.479339605,-1.063597309,0.505819546
113,2016_09_15_GE_Economic_Club_NY_DT.txt,Trump,2.958065651,-0.411386199,-1.219964302
114,2016_09_16_GE_Birther_Concess_DC_DT.txt,Trump,-2.023881051,4.836977193,5.056039201
115,2016_09_16_GE_Deplor_2amend_FL_DT.txt,Trump,-0.981186239,-1.18308029,2.279370403
116,2016_09_28_GE_Polish_Am_Cong_IL_DT.txt,Trump,-3.635517076,-0.819175785,1.328250564
117,2016_09_28_GE_Stump_Waukesha_WI_DT.txt,Trump,-0.133326766,-2.384575707,-0.116016537
118,2016_09_30_GE_Stump_Novi_MI_DT.txt,Trump,0.459227662,-2.015832987,-1.015015369
119,2016_10_03_GE_Retired_Am_Warriors_VA_DT.txt,Trump,1.081038307,0.504329524,-0.055609672
120,2016_10_03_GE_Stump_Loveland_CO_DT.txt,Trump,-0.083934712,-1.147279362,0.626330446
121,2016_10_04_GE_Stump_Prescott_V_AZ_DT.txt,Trump,0.787445592,-2.158887881,0.577397964
122,2016_10_05_GE_Stump_Henderson_NV_DT.txt,Trump,0.236685747,-1.490540529,0.732435096
123,2016_10_05_GE_Stump_Reno_NV_DT.txt,Trump,0.826369003,-1.866931849,-0.114713953
124,2016_10_06_GE_TownHall_Sandown_NH_DT.txt,Trump,-1.789319264,-0.994007599,1.153048631
125,2016_10_10_GE_Ambridge_PA_DT.txt,Trump,-1.252598248,-1.805553796,0.086481096
